Title,Excerpt,Year,Authors,URL,Citations
Probabilistic anatomic mapping of cerebral blood flow distribution of the middle cerebral artery,"... the polar and paramedian arteries, the inferolateral (thalamogeniculate) arteries, and the posterior(medial and lateral ... The perforating branches of the middle cerebral artery: a microanatomicalstudy. ... van der Grond J. In vivo flow territory mapping of major brain feeding arteries. ...",2008,"SJ Kim, IJ Kim, YK Kim, TH Lee, JS Lee… ",http://jnm.snmjournals.org/content/49/1/39.short,18
Treatment of acute traumatic internal carotid artery occlusion with extracranial-to-intracranial arterial bypass: case report.,"... 17. Lawner PM, Simeone FA: Treatment of intraoperative middle cerebral artery occlusion withpentobarbitol and extracranial- intracranial bypass. ... Little JR, Furlan AJ, Bryerton B: Short veingrafts for cerebral revascularizations. ... Plum F: What causes infarction in ischemic brain? ...",1989,BT Andrews ,http://journals.lww.com/neurosurgery/Abstract/1989/07000/Treatment_of_acute_traumatic_internal_carotid.16.aspx,8
Clinical cerebrovascular applications of arterial ultrasound volume flow rate estimates,"... stricted medial wall after subarachnoid hemorrhage [ 11, 36]. ... Austin G, Gaskell R. Quantitativemiddle cerebral artery flow in normal and vasospastic arteries. ... Correlations between cerebralarterial velocities, blood flow, and delayed ischemia after subarachnoid hemorrhage. ...",1996,"VA Knappertz, CH Tegeler… ",http://onlinelibrary.wiley.com/doi/10.1111/jon1996611/abstract,15
Locally induced hypothermia for treatment of acute ischaemic stroke: a physical feasibility study,"... (2004) Local saline infusion into ischemic territory induces regional brain cooling andneuroprotection in rats with transient middle cerebral artery occlusion ... W, Rowley H, Kase C, PessinM, Ahuja A, Callahan F, Clark M, Silver F, Rivera F (1999) Intra-arterial prourokinase for ...",2004,"J Slotboom, C Kiefer, C Brekenfeld, C Ozdoba… ",http://link.springer.com/article/10.1007/s00234-004-1286-z,33
Evaluation of an alternative S100b assay for use in cardiac surgery: relationship with microemboli and neuropsychological outcome,... Records were taken from the right middle cerebral artery through the temporal window usinga Nicolet EME Pioneer 4040 system and a 2MHz pulsed wave ... Brain Res Bull 2003; 61: 281–85. ...The effect of leucocyte- depleting arterial line filters on cerebral microemboli and ...,2007,"DC Whitaker, AJE Green, J Stygall, MJG Harrison… ",http://prf.sagepub.com/content/22/4/267.short,25
Flat detector computed tomography angiography with intravenous contrast application: feasibility for visualization of cerebral arterial vasculature,"... cerebral artery segment 4; AICA = anterior inferior cerebellar artery; AOM = medial occipital artery ...vessels, like the M2 and M3 segments of the middle cerebral artery, image quality of ... CT in theevaluation of brain parenchyma, intracranial vasculature, and cerebral blood volume ...",2013,"M Saake, L Breuer, P Goelitz, S Ott… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1552-6569.2012.00762.x/full,7
The dynamic bubble trap reduces microbubbles in extracorporeal circulation and high intensity transient signals in the middle cerebral artery: a case report,"... surgery.1,2 Gaseous and/or corpuscular microembolization to the brain have been ... detected usinga transcra- nial Doppler ultrasound (TCD) over the middle cerebral artery (MCA), irrespective ...number of these bubbles will reach the cerebral circulation, representing a potential ...",2003,"M Perthel, S Kseibi, A Bendisch, J Laas ",http://prf.sagepub.com/content/18/5/325.short,4
Characterization of volumetric flow rate waveforms in the normal internal carotid and vertebral arteries,"... data after normalization to the same R–R interval (in this case 885 ms, the mean R–R interval),alignment to the respective time of mid-acceleration (feature ... overall cerebral perfusion isdebatable—the two vertebral arteries anyway join at the basilar artery—such lateral ...",2005,"MD Ford, N Alperin, SH Lee… ",http://iopscience.iop.org/article/10.1088/0967-3334/26/4/013/meta,199
Fluid–structure interaction modeling of aneurysmal conditions with high and normal blood pressures,"... We constructed an arterial model with cerebral aneurysm based on computed tomography (CT).The model, which is shown in Fig.1, is the left middle cerebral arterial (MCA) bifurcation. ... ICA ICAMCA MCA Cerebral arterial network. 12.5 mm ... All ends of the artery are held 0 1.0 ...",2006,"R Torii, M Oshima, T Kobayashi, K Takagi… ",http://link.springer.com/article/10.1007/s00466-006-0065-6,162
Vascular occlusion sites determine differences in lesion growth from early apparent diffusion coefficient lesion to final infarct,"... nine of 48 occlusions of the bifurcation or trifurcation lateral to the medial lenticulostriate arteries ...B, Nolte PN, Thron A. Type and extent of hemispheric brain infarctions and ... and efficacy ofintravenous tissue plasminogen activator and heparin in acute middle cerebral artery stroke ...",2005,"J Fiehler, K Knudsen, G Thomalla… ",http://www.ajnr.org/content/26/5/1056.short,43
The relation between pump flow rate and pulsatility on cerebral hemodynamics during pediatric cardiopulmonary bypass,... Right middle cerebral artery. ... An example of the change of indocyanine green dye concentrationsin arterial and cerebral blood during a measurement of CBF is shown in Fig. 3. Blood (▴) andbrain (○) concentrations of indocyanine green dye (ICG) after ... ...,1997,"G Chow, IG Roberts, AD Edwards… ",http://www.sciencedirect.com/science/article/pii/S0022522397700461,38
Collateral score complements clot location in predicting the outcome of intravenous thrombolysis,,2014,"JT Saarinen, H Rusanen… ",,16
Assessment of moyamoya disease using multidetector row computed tomography,"... of the internal carotid artery (ICA), M2 portion of the middle cerebral artery (MCA), A1 ... cerebralartery (ACA), and P2 portion of the posterior cerebral artery (PCA) (Table 1 ... of moyamoya disease,but the Japanese Research Committee recommends that cerebral angiography not ...",2013,"T Sugino, T Mikami, S Ohtaki, T Hirano, S Iihoshi… ",http://www.sciencedirect.com/science/article/pii/S1052305712000195,19
Regional cerebrovascular reactivity to carbon dioxide during cardiopulmonary bypass in patients with cerebrovascular disease.,"... stat management induces intracerebral steals, we investigated nine patients with cerebrovasculardisease undergoing coronary artery bypass grafting. ... dioxide tension (in mm Hg), was similar inthe region having the lowest regional cerebral blood flow and in the brain as a ...",1990,"GP Gravlee, RC Roy, DA Stump… ",http://europepmc.org/abstract/med/2113599,19
Beneficial effect of balloon-induced pulsatility on brain oxygenation in hypothermic cardiopulmonary bypass,"... RH, Hass WK, Ransohoff J. Simplified method for monitoring adequacy of brain oxygenationduring ... the cerebral metabolic rate for oxygen that is temporarily unmatched by cerebral bloodflow. ... C, Schulte am Esch J. Jugular bulb oxygen saturation and middle cerebral blood flow ...",2001,"K Hashimoto, K Onoguchi, H Takakura… ",http://search.proquest.com/openview/3b808d11972a08339eacf47c76b483d8/1?pq-origsite=gscholar,13
Patient-specific computational hemodynamics of intracranial aneurysms from 3D rotational angiography and CT angiography: an in vivo reproducibility study,... in the CTA model was lower than in the 3DRA model MCA middle cerebral artery MCA M1 ... theparent vessel just proximal to the aneurysm SE standard error VA vertebral artery V A ... Degradativebiologic processes in the arterial wall that lead to growth and rupture of intracranial ...,2011,"AJ Geers, I Larrabide, AG Radaelli… ",http://www.ajnr.org/content/32/3/581.short,34
Cerebral oximetry in cardiac surgery,"... the underlying assumption of a constant ratio of 25% arterial:75% venous blood volume in thebrain tissue may ... patient positioning.26 With combined use of transcranial Doppler (TCD) tomeasure blood flow in the middle cerebral and anterior cerebral arteries, and NIRS to ...",2008,ST Tan ,http://www.hkmj.org/system/files/hkm0806p220.pdf,26
Thrombolysis beyond the guidelines two treatments in one subject within 90 hours based on a modified magnetic resonance imaging brain clock concept,... information obtained by multimodal magnetic resonance imaging may suit as a brain clock when ...for the arterial input function was defined manually near the middle cerebral artery (MCA) of the ...Duplex ultrasound revealed occlusion of the left internal carotid artery (ICA) and 80 ...,2005,"R Topakian, F Gruber, FA Fellner, HP Haring… ",http://stroke.ahajournals.org/content/36/11/e162.short,26
Preoperative Evaluation of Intracranial Aneurysms: Usefulness of Intraarterial 3D CT Angiography and Conventional Angiography with a Combined Unit—Initial  …,... whether intraarterial CT angiography is superior to contrast-enhanced CT angiography in theevaluation of the intracranial arteries. ... The relationship between the aneurysm and the parentartery is unclear. Vasospasm is seen in the middle cerebral arterial territory (arrowheads). ...,2001,"T Hirai, Y Korogi, K Ono, Y Murata, K Suginohara… ",http://pubs.rsna.org/doi/abs/10.1148/radiology.220.2.r01au20499,74
Image-based simulation of blood flow and arterial wall interaction for cerebral aneurysms,"... 3. The maximum displacement is 0.9mm. It occurs at the middle of the proximal site of BranchA, which is indicated in Fig. ... Subarachnoid hemorrhage: diagnosis, causes and management.Brain 124:249–278. ... Finite element simulation of blood flow in the cerebral artery. Comput. ...",2006,"M Oshima, R Torii, T Takagi ",http://link.springer.com/chapter/10.1007/3-540-31184-X_23,9
Release of glial fibrillary acidic protein is related to the neurovascular status in acute ischemic stroke,... and the site of arterial occlusion in acute ischemic stroke. Journal of the Neurological Sciences2004; 227: 49–53. ... of the blood-brain barrier damage. ... Ischemic lesion volume correlates withlong-term functional outcome and quality of life of middle cerebral artery stroke survivors. ...,2006,"MT Wunderlich, CW Wallesch… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1468-1331.2006.01435.x/full,52
Combined clinical and computational information in complex cerebral aneurysms: application to mirror cerebral aneurysms,"... The detection and management of unruptured intracranial aneurysms”, Brain 123:205–221 ...Aneurysm: Computational Fluid Dynamic Study of 20 Middle Cerebral Artery Aneurysms”, Stroke ...Computational Fluid Dynamics Modeling of Anterior Communicating Artery Aneurysms: A ...",2007,"AG Radaelli, TS Martínez, EV Díaz… ",http://proceedings.spiedigitallibrary.org/proceeding.aspx?articleid=1299505,10
Clinical usefulness of unsubtracted 3D digital angiography compared with rotational digital angiography in the pretreatment evaluation of intracranial aneurysms,"... Keyword Search GO. Advanced Search. BRAIN. ... C–E, Three-dimensional DA images from behindreveal the five aneurysms (of one anterior communicating artery, two anterior cerebral arteries,one middle cerebral artery, and one posterior communicating artery). ...",2003,"T Hirai, Y Korogi, K Suginohara… ",http://www.ajnr.org/content/24/6/1067.short,95
Feasibility of intravenous flat panel detector CT angiography for intracranial arterial stenosis,"... Flat detector CT in the evaluation of brain parenchyma, intracranial vasculature, and cerebralblood volume: a pilot study in patients ... PROACT: a phase II randomized trial of recombinantpro-urokinase by direct arterial delivery in acute middle cerebral artery stroke: PROACT ...",2013,"JS Jeon, SH Sheen, GJ Hwang… ",http://www.ajnr.org/content/34/1/129.short,11
"Using a Distal Access Catheter in Acute Stroke Intervention with Penumbra, Merci and Gateway A Technical Case Report","... in the cerebral flow, with residual clot at the M1, A1 and Inferior MCA division (arrows) (C). ThePenumbra device was then used via the DAC with significant improvement but persistent M2inferior division clot ... MCA; middle cerebral artery. ... 2 Saver JL: Time Is Brain--Quantified. ...",2009,"JS Kalia, OO Zaidat ",http://ine.sagepub.com/content/15/4/421.short,5
Cerebral perfusion impairment correlates with the decrease of CT density in acute ischaemic stroke,"... Lu Y, Firszt CM (2002) Computed tomographic findings in patients undergoing intra-arterialthrombolysis for acute ischemic stroke due to middle cerebral artery occlusion: results ... C, KlotzE, Gehlen W, Heuser L (2001) Quantitative assessment of the ischemic brain by means ...",2004,"T Kucinski, A Majumder, R Knab, D Naumann, J Fiehler… ",http://link.springer.com/article/10.1007/s00234-004-1226-y,33
Delayed thrombosis of a complex fusiform ICA aneurysm treated with flow reversal and partial occlusion: case report and brief review of possible mechanisms,"... M (2009) Endovascular occlusion of intracranial wide-necked aneurysms with stenting (Neuroform)and coiling: mid-term and ... Y, Kato H, Oku N, Hori M, Kitagawa K, Hatazawa J (2008) Chronic middlecerebral artery occlusion: a ... Brain Res 1115:209–212PubMedCrossRef. 26. ...",2011,"HH Oruckaptan, HS Cekirge ",http://link.springer.com/article/10.1007/s00234-010-0791-5,4
Angiographic reconstructions from whole-brain perfusion CT for the detection of large vessel occlusion in acute stroke,"... approach (adaptive 4-dimensional spiral mode) consisting of 30 consecutive spiral scans of thebrain (96 mm ... A2) segment of the anterior cerebral artery, the M1 and M2 segments of the middlecerebral artery, the P1 and P2 segments of the posterior cerebral artery, and the ...",2012,"AMJ Frölich, MN Psychogios, E Klotz, R Schramm… ",http://stroke.ahajournals.org/content/43/1/97.short,43
Treatment of hemodynamic insufficiency in chronic CCA occlusion using a short saphenous vein interposition graft: diagnostic and technical considerations,"... grade stenosis or occlusion of either the internal carotid artery (ICA) or middle cerebral artery(MCA), resulting ... vessel blood flow and direction, allowing greater sophistication in understandingcerebral blood flow ... K, Ibayashi S, Iida M, Okada Y (2006) Changes in brain volume 2 ...",2008,"GA Schubert, S Rewerk, T Riester, K Huck… ",http://link.springer.com/article/10.1007/s10143-007-0104-6,7
Comparative evaluation of 64-slice CT angiography and digital subtraction angiography in assessing the cervicocranial vasculature,... end-hole catheter into the common and internal carotid arteries (ICA) as well as the vertebralarteries (VA ... The emerging role of multidetector row CT angiography in the diagnosis of cervicalarterial dissection: preliminary study ... Microsurgical anatomy of the middle cerebral artery. ...,2008,"R Klingebiel, M Kentenich, HC Bauknecht… ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2597769/,27
Cerebral hemodynamics in neonates and infants undergoing cardiopulmonary bypass and profound hypothermic circulatory arrest: assessment by transcranial  …,"... the arterioIes were dilated and that CO, did not significantly affect the diameter of the middlecerebral artery. ... In: Michenfelder ID, ed. Anesthesia and the brain. ... Cerebral blood flow andmetabolism are indcFendent of pump flow rate during hypothermic cardiopulmonary bypass in ...",1991,"SC Hillier, FA Burrows, B Bissonnette… ",http://journals.lww.com/anesthesia-analgesia/Abstract/1991/06000/Cerebral_Hemodynamics_in_Neonates_and_Infants.1.aspx,62
Hybrid of opposite-contrast magnetic resonance angiography of the brain by combining time-of-flight and black blood sequences: its value in moyamoya disease,"... is limited in visualizing peripheral branches of the anterior cerebral artery (ACA), middle cerebralartery (MCA), and ... During the first pass through the brain, these lipid-soluble agents are takenup ... From a clinical viewpoint, the status of cerebral perfusion that can be evaluated by ...",2010,"K Tsuchiya, M Yoshida, M Imai, T Nitatori… ",http://journals.lww.com/jcat/Abstract/2010/03000/Hybrid_of_Opposite_Contrast_Magnetic_Resonance.17.aspx,8
Angiographic features and clinical outcomes of intra-arterial nimodipine injection in patients with subarachnoid hemorrhage-induced vasospasm,"... Table 1 Clinical summary of 29 cases treated with intra-arterial infusion of nimodipine. ... ischemia,even when there were no definite intracranial lesions on the brain CT scans ... H treatment performedwhen the mean blood flow velocity of the middle cerebral artery was enhanced in ...",2012,"SS Kim, DH Park, DJ Lim, SH Kang… ",http://synapse.koreamed.org/search.php?where=aview&id=10.3340/jkns.2012.52.3.172&code=0032JKNS&vmode=FULL,13
Successful microsurgical extraction of a migrated coil in a pediatric patient after failed endovascular closure of a Blalock-Taussig shunt: Case report,... that it had lodged in the proximal M 1 segment of the middle cerebral artery. ... Microsurgery is alegitimate option in restoring cerebral blood flow when endovascular techniques are ... perforationafter attempted coil embolization of a ruptured ophthalmic artery aneurysm: technical ...,2007,"GG Heuer, KA Zaghloul, R Roberts, MF Stiefel… ",http://thejns.org/doi/abs/10.3171/ped.2007.106.2.136,7
Computed Tomographic Angiography in the diagnosis of brain death,"... Society of Neuroradiology was the first to publish the criteria of brain death diagnosis ... CTangiography [7]. The criteria took into account solely the vascularization area central cerebralartery, while ... at the level of the first horizontal segments of the anterior, middle, and posterior ...",2010,"M Sawicki, A Walecka, R Bohatyrewicz… ",http://www.medscimonit.com/abstract/index/idArt/880579/act/2,4
A prospective clinical study of cerebral microemboli and neuropsychological outcome comparing vent-line and auto-venting arterial line filters: Both filters are equally  …,"... counts on bypass, as shown in Table 2. There were no differences in middle cerebral artery bloodvelocity ... Brain damage during cardiopulmonary bypass. ... The effect of leucocyte- depleting arterialline filters on cerebral microemboli and neuropsychological outcome following ...",2006,"DC Whitaker, J Stygall, C Hope",http://prf.sagepub.com/content/21/2/83.short,4
