Title,Excerpt,Year,Authors,URL,Citations
Modeling of cerebral aneurysm using equivalent electrical circuit (Lumped Model),"... The windkessel model (WM) can be derived from axisymmetric one-dimensional Navier-Stocksequations ... arteries (LACA-A2 and RACA-A2), the left and right distal posterior cerebral arteries(LPCA-P2 and RPCA-P2) and the left and right middle cerebral arteries (LMCA and ...",2013,"M Abdi, A Karimi, M Navidbakhsh, K Hassani… ",http://prf.sagepub.com/content/early/2013/07/25/0267659113498617.abstract,15
Cardiovascular risk factors promote brain hypoperfusion leading to cognitive decline and dementia,... or severe and is a reported risk factor to cognitive decline in middle age but ... The Windkessel effectis a protective mechanism that dampens excessive transmission of pulsatile flow ... hyperintensitiesand damage to endothelial cells that participate in controlling cerebral blood flow ...,2012,JC de la Torre ,http://www.hindawi.com/journals/cpn/2012/367516/abs/,143
A 3D/1D geometrical multiscale model of cerebral vasculature,"... On the other hand, it protects the brain from excessive supply of blood, distributing it uniformly. ...Basal A Right Cerebral Anterior II A Left Cerebral Anterior II A Right Cerebral Posterior II APosterior IA Right Cerebral Posterior IA Left Middle Cerebral A Right Middle Cerebral A ...",2009,"T Passerini, M de Luca, L Formaggia… ",http://link.springer.com/article/10.1007/s10665-009-9281-3,51
Spontaneous low frequency oscillations of cerebral hemodynamics and metabolism in human adults,... Nitric oxide synthase blockade enhances vasomotion in the cerebral microcirculation ofanesthetized rats. ... Metabolic and vascular volume oscillations in the cat brain cortex. ... Measurementof cranial optical path length as a function of age using phase resolved near infrared ...,2000,"H Obrig, M Neufang, R Wenzel, M Kohl, J Steinbrink… ",http://www.sciencedirect.com/science/article/pii/S1053811900906578,444
Modelling vascular reactivity to investigate the basis of the relationship between cerebral blood volume and flow under CO 2 manipulation,... were performed with direct microscopic observation of vessels using a cranial window technique ...found between graded hypercapnia and hypocapnia studies described in brain (Raper et ... wellto measured estimates of diameter changes in middle cerebral artery compared with ...,2008,"SK Piechnik, PA Chiarelli, P Jezzard ",http://www.sciencedirect.com/science/article/pii/S1053811907007616,50
Multiscale sequentially-coupled arterial fluid–structure interaction (SCAFSI) technique,"... introduce another set of coefficients, Bk ∈ C. The pressure, based on the Windkessel model,can ... structural mechanics part, as boundary condition at the ends of the arteries, we set ... from thecomputed tomography model of a bifurcating segment of the middle cerebral artery of a ...",2009,"TE Tezduyar, K Takizawa… ",http://scholar.google.com/https://www.researchgate.net/profile/Tayfun_Tezduyar/publication/284733703_Multiscale_Sequentially-Coupled_Arterial_Fluid-Structure_Interaction_SCAFSI_Technique/links/5659058308aeafc2aac3458d.pdf,35
Modeling cerebral blood flow control during posture change from sitting to standing,"... upon our previous work which suggested (using a three-element windkessel model) that ...compartments that represent the heart, the aorta, arteries in the brain, trunk/upper ... Blood flowvelocity was measured in the middle cerebral artery (MCA) using transcranial Doppler (TCD ...",2004,"M Olufsen, H Tran, J Ottesen ",http://link.springer.com/article/10.1023/B:CARE.0000025122.46013.1a,38
Is hypertension associated with an accelerated aging of the brain?,"... aged ≥80 years have some degree of WMLs, 43 but already in middle-age (44–48 ... A vascularorigin secondary to cerebral SVD is suspected in most instances. Small brain arteries can beaffected by arteriolosclerosis, lipohyalinosis, atherosclerosis at the origin of arterioles, or ...",2014,"C Tzourio, S Laurent, S Debette ",http://hyper.ahajournals.org/content/63/5/894.short,38
Autoregulation of cerebral blood flow,"... use a lumped parameter model to reproduce the dynamic changes in pulsatile blood-flow-velocity(BFV) of the middle cerebral artery (MCA) during ... 3. A shows the mean velocity and pressure,BD show the windkessel parameters, and E and F show the ... Cerebral autogeneration. ...",2000,"M Olufsen, A Nadim, L Lipsitz ",http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=842369,6
Vascular aging: from molecular mechanism to clinical significance,"... heart during systole, but also as a buffering reservoir, sending blood to the peripheral organsduring diastole (Windkessel effect). ... A male gender is a risk factor in individuals before they reachmiddle age ... Medial extension and destruction are frequent in advanced atherosclerosis ...",2010,M Sawabe ,http://onlinelibrary.wiley.com/doi/10.1111/j.1447-0594.2010.00603.x/full,100
The Structural Factor of Hypertension Large and Small Artery Alterations,"... small artery changes interacts in pressure wave transmission, exaggerates cardiac, brain, andkidney ... either functional or structural, result in significant changes in arterial resistance ... decreasedvasodilation reserve, and rarefaction characterize small resistance arteries in patients ...",2015,"S Laurent, P Boutouyrie ",http://circres.ahajournals.org/content/116/6/1007.short,42
Simulation of the human intracranial arterial tree,"... on the basis of steady-state conditions (eg mean intracranial pressures, mean cerebral bloodflow, etc ... The resistance, windkessel and impedance boundary conditions are derived frommodelling the peripheral ... Brain blood flow simulation in the incomplete CoW of a patient with ...",2009,"L Grinberg, T Anor, E Cheever… ",http://rsta.royalsocietypublishing.org/content/367/1896/2371.short,31
A time-invariant visco-elastic windkessel model relating blood flow and blood volume,... but also find applications in the study and modelling of the brain vasculature and the ... More recentlythe windkessel model has been incorporated in functional studies investigating the relationshipbetween changes in cerebral blood flow (CBF) and cerebral blood volume ...,2009,"Y Zheng, J Mayhew ",http://www.sciencedirect.com/science/article/pii/S1053811909003796,21
"Patient-specific mean pressure drop in the systemic arterial tree, a comparison between 1-D and 3-D models","... All distal vessels and vascular beds are terminated with three-element Windkessel models toaccount for ... In mid size brachial artery (RBRA), pressure drop difference is still small between1-D and ... The difference becomes larger than 0.8 mmHg at the middle of the brachial artery. ...",2012,"P Reymond, F Perren, F Lazeyras… ",http://www.sciencedirect.com/science/article/pii/S0021929012004174,17
Modeling perfusion in the cerebral vasculature,"... middle temporal artery. ... posterior medial choroidal artery. ... It is important to realize that the cerebralvasculature is a highly complex and variable structure and while the larger arteries between theheart and the proximal brain tend to follow similar patterns between individuals, the ...",2008,"T David, S Moore ",http://www.sciencedirect.com/science/article/pii/S1350453308001616,24
Effect of acute resistance exercise on carotid artery stiffness and cerebral blood flow pulsatility,... may prevent regional over-perfusion and pro- tect against blood-brain barrier breakdown ...Contribution of arterial Windkessel in low-frequency cerebral hemody- namics during transientchanges ... Is blood flow in the middle cerebral artery determined by sys- temic arterial stiffness ...,2015,"WK Lefferts, JA Augustine… ",http://books.google.com/books?hl=en&lr=&id=U6lFCgAAQBAJ&oi=fnd&pg=PA100&dq=windkessel+middle+cerebral+arteries&ots=HGP45O9Tbq&sig=AFWDD2Q57_A1AmXmLCGoc2MXASQ,17
Postural neurocognitive and neuronal activated cerebral blood flow deficits in young chronic fatigue syndrome patients with postural tachycardia syndrome,"... and rhythm. Arterial O 2 saturation was measured by pulse oximetry. End ... Waukesha,WI). Bilateral TCD (Multigon, Yonkers, NY) was used to assess CBFV and CBFV changesin left and right middle cerebral arteries (MCAs) to testing. MCA ...",2012,"JM Stewart, MS Medow, ZR Messer… ",http://ajpheart.physiology.org/content/302/5/H1185.short,30
Hemodynamic patterns of age-related changes in blood pressure The Framingham Heart Study,"... in transmural pressure, which in turn chronically stretched large central arteries and increased ...32 In addition, a computer simulation of a modified Windkessel model for geriatric isolated ...population consisted of >99% Caucasians, the majority of whom were middle-class subjects ...",1997,"SS Franklin, W Gustin, ND Wong, MG Larson… ",http://circ.ahajournals.org/content/96/1/308.short,1921
Precerebral Haemodynamics in Brain Tamponade-Part 2: Experimental studies,"... 1). Middle tracing: Computation of distal common carotid artery (CCA) pressure (PccA) by simpleintegration of the ... Right section: Curves simufating findings with Windkessel model, as in Figure4 A ... The PCC A (lowcr rracing] time derivative curve (mid- die rraeing) is similar to rhe ...",1980,"KF Lindegaard, A Grip, H Nornes ",http://scholar.google.com/https://www.thieme-connect.com/products/ejournals/abstract/10.1055/s-2008-1053882,21
Arterial aging: pathophysiological principles,"... with conduit and cushion functions combined is actually superior to the Windkessel since it ... lesionsdevelop in the small arteries of the lung, characterized by medial wall damage ... Why then arepulsations increased in the cerebral arteries and microvessels of older individuals ...",2007,MF O'Rourke ,http://vmj.sagepub.com/content/12/4/329.short,164
"Prospective, multireader evaluation of image quality and vascular delineation of multislice CT angiography of the brain","... segments of the right and left internal carotid arteries, basilar artery, M1 segments of the rightand left middle cerebral artery, superior sagittal ... with an area of approximately 2 cm 2 was placedin the left sided medullary center of the brain parenchyma cranial to the ...",2005,BB Ertl,http://link.springer.com/article/10.1007/s00330-005-2689-x,13
Nitric oxide inhibition accelerates hypertension and induces perivascular inflammation in rats,"... several ED1+ cells (arrowheads) were found in the right (b) and left (d) middle cerebral arteries(MCA). ... we noted ED1+ cells in the adventitial layer, but not in the medial layer, of ... We have reportedpreviously that long-term inhibition of NO formation affects Windkessel functions. ...",2004,"NK Hsieh, JY Wang, JC Liu, SD Wang… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1440-1681.2004.03977.x/full,21
The pulsating brain: a review of experimental and clinical studies of intracranial pulsatility,Skip to main content. Advertisement. Biomed Central logoMenu. Search Search. Publisher main menu. ...,2011,"ME Wagshul, PK Eide… ",http://scholar.google.com/https://fluidsbarrierscns.biomedcentral.com/articles/10.1186/2045-8118-8-5,107
Collagen in arterial walls: biomechanical aspects,"... heart output into a flow of moderate fluctuations serving as an elastic reservoir — “windkessel”(Nichols ... consist of three primary layers: intima (innermost layer of the artery), media (middle layer),adventitia ... I-fc (fibrotic part at the luminal border), fibrotic intima at the medial border I ...",2008,GA Holzapfel ,http://link.springer.com/chapter/10.1007/978-0-387-73906-9_11,73
Experimental insights into flow impingement in cerebral aneurysm by stereoscopic particle image velocimetry: transition from a laminar regime,"... The high-frequency-fluctuating WSS appeared only during mid-systole and disappeared duringlate ... such as the disruption of internal elastic lamina and the loss of medial smooth muscle ... jet iscomparable to the bulk Reynolds number of major cerebral arteries, suggesting that ...",2013,"T Yagi, A Sato, M Shinke… ",http://rsif.royalsocietypublishing.org/content/10/82/20121031.short,20
Radiological assessment of hydrocephalus: new theories and implications for therapy,"... c Mid-systole. ... 6). The decreased intracranial compliance causes a breakdown of the arterialwindkessel mechanism with decreased arterial expansion, increased capillary expansion ... In normalindividuals, the cerebral veins are wide in relation to the blood flow and there is no ...",2004,D Greitz ,http://link.springer.com/article/10.1007/s10143-004-0326-9,309
The pattern of elastin in the aorta and large arteries of mammals,"... well as stroke volume on the number of MLU they found in the mid-thoracic aorta ... 409-421 WolinskyH, Glagov S 1969 Comparison of abdominal and thoracic aortic medial structure in ... Folkow: Howmuch of the 'windkessel'function is normally due to radial distension as against ...",1983,MR Roach ,http://books.google.com/books?hl=en&lr=&id=76H6oI3SEIYC&oi=fnd&pg=PA37&dq=windkessel+middle+cerebral+arteries&ots=Va9l6q_MMG&sig=MlCaGzKysi6yXjWn6jY_h4o2tzw,20
Risk factors for vascular dementia: hypotension as a key point,"... 2007) tends to annul the proper cushion of the walls, the so-called Windkessel effect ... blood flowin the Sprague-Dawley rat with tan- dem occlusion of left middle cerebral and common ... This effectwas specific for cerebral blood vessels, because acetylcho- line-mediated dilation of ...",2008,"K Moretti, P Torre, RM Antonello… ",http://scholar.google.com/https://www.researchgate.net/profile/Rita_Moretti2/publication/5294230_Risk_factors_for_vascular_dementia_Hypotension_as_a_key_point/links/0deec528e127f18893000000.pdf,77
Physical determining factors of the arterial pulse waveform: theoretical analysis and calculation using the 1-D formulation,"... pressure · Pulse wave propagation · Systemic arteries · Voigt-type visco-elasticity · Wallcompliance · Windkessel pressure ... right, ext external, int internal, com common, PCA posteriorcerebral artery, MCA middle cerebral artery, ACA anterior cerebral artery, PCoA posterior ...",2012,"J Alastruey, T Passerini, L Formaggia… ",http://link.springer.com/article/10.1007/s10665-012-9555-z,30
Aging impairs myogenic adaptation to pulsatile pressure in mouse cerebral arteries,"... aorta and carotids) undergo significant stiffening, resulting in decreased Windkessel functionand ... Aging impairs myogenic adaptation to pulsatile pressure in mouse middle cerebral arteries(MCAs). ... Regulation of large cerebral arteries and cerebral microvascular pressure. ...",2015,"Z Springo, P Toth, S Tarantini, NM Ashpole… ",http://www.nature.com/jcbfm/journal/v35/n4/abs/jcbfm2014256a.html,6
