Title,Abstract,Date,Authors
Impaired plasma clot lysis and its determinants in patients with obstructive sleep apnea syndrome.,"Evidence indicates that hypercoagulability and impaired fibrinolysis have been observed in patients with obstructive sleep apnea syndrome (OSAS). It is unclear which factors determine prolonged fibrin clot lysis in OSAS. One hundred and sixty-five consecutive patients suspected of OSAS underwent overnight polysomnography. Prior to polysomnography, we determined plasma clot lysis time (CLT), plasminogen activator inhibitor (PAI)-1 antigen, activated thrombin-activatable fibrinolysis inhibitor (TAFIa), plasmin, and antiplasmin. OSAS was diagnosed in 110 (66.7%) patients, including 35 (31.8%) with severe OSAS, 26 (23.6%) with moderate OSAS, and 49 (44.6%) mild OSAS. Compared with 55 (33.3%) individuals in whom OSAS was not confirmed, OSAS patients had prolonged CLT (+12.8%), associated with higher PAI-1 antigen (+18.1%) (after adjustment for age, diabetes, and body mass index; both P < 0.01) and similar levels of TAFIa, plasmin, or antiplasmin. PAI-1, TAFIa, and CLT correlated positively with apnea/hypopnea index, which reflects the severity of OSAS (R = 0.66, P < 0.001; R = 0.29, P = 0.002; R = 0.55, P = 0.001, respectively), and with other polysomnography parameters, with the most potent correlations observed for desaturation index. Regression analysis adjusted for potential confounders showed that in OSAS, CLT was independently predicted by apnea/hypopnea index (B = 0.29, P = 0.002), PAI-1 (B = 0.42, P < 0.001), and TAFIa (B = 0.81, P = 0.044), whereas both PAI-1 and TAFIa were predicted only by desaturation index (B = 0.24, P = 0.002; and B = 0.14, P = 0.001, respectively). The severity of OSAS is closely associated with hypofibrinolysis measured in a global plasma-based assay, driven largely by PAI-1. Attenuated fibrinolysis might contribute to high risk of thromboembolic events in this disease.",2016,"['Borratynska, Anna', 'Stopyra-Pach, Katarzyna', 'Fil, Korneliusz', 'Undas, Anetta']"
Simvastatin increases clot permeability and susceptibility to lysis in patients with LDL cholesterol below 3.4 mmol/l.,"Statins produce additional beneficial effects, including attenuation of prothrombotic mechanisms. In patients at high cardiovascular risk, who have markedly elevated low-density lipoprotein (LDL) cholesterol levels, simvastatin can reduce thrombin generation. Moreover, we have described simvastatin-induced improvement of fibrin clot properties, the formation of which represents the final step of blood coagulation. The aim of the present study was to assess the effect of simvastatin on fibrin features observed in subjects with LDL cholesterol <3.4 mmol/l. Thirty subjects (24M, 6F) aged <70 years with LDL cholesterol <3.4 mmol/l with no history of cardiovascular events were enrolled in the study. Patients were excluded if they had diabetes mellitus, chronic inflammatory diseases and renal insufficiency. Prior to and following a 3-month treatment with simvastatin (40 mg/d), ex vivo plasma fibrin clot permeability and efficiency of clot lysis were measured. Simvastatin led to a significant decrease in total cholesterol, LDL cholesterol, triglycerides and C-reactive protein (CRP), while fibrinogen levels remained unaltered. There were posttreatment increase in clot permeability by 4.4% (p<0.001) and shortening of clot lysis by 11.2% (p<0.001) compared to pretreatment values. These changes were correlated with reduction in CRP following simvastatin. Simvastatin-induced increase in clot permeability was associated only with age and decrease in CRP levels (R2 for the model = 0.61), while shortening of clot lysis time observed following simvastatin use was predicted only by reduction of triglycerides and CRP (R2 for the model = 0.62).",2009,"['Undas, Anetta', 'Topór-Madry, Roman', 'Tracz, Wiesława']"
Effect of von Willebrand factor on clot structure and lysis.,"Von Willebrand Factor (vWF) is constitutively secreted by the endothelium and incorporated in the fibrin clots under slow clotting conditions. The aim of the present work was to study the effect of vWF on clot structure and lysis. Purified fibrinogen was mixed with vWF or Tris-buffered saline and clotted with thrombin - activated factor XIII. Fibrin polymerization was followed by turbidity at 350 nm during 2.5 h. After this time, plasmin was added on the top of the clots, and the optical density (OD) was read until baseline values. vWF effect on network[Combining Acute Accent]s porosity was evaluated by permeation using the same clotting conditions as for fibrin polymerization. Clot structure was visualized and analyzed by laser scanning confocal microscopy (LSCM). The rate of fibrin polymerization was 1.47 mOD/s in the presence of vWF and 0.5 mOD/s when vWF was not added (P < 0.05). The fibrin lysis rate was approximately four times faster when vWF was added to fibrinogen. The fibrin network porosity was (20.4 ± 1.6) × 10 cm with vWF and (8.3 ± 1.2) × 10 cm without external vWF (P < 0.05). The analysis of LSCM images showed that vWF increased fibrin fibers diameter and the networks[Combining Acute Accent] pores size. In conclusion, vWF covalently crosslinked to fibrin modify its structure (increases fibrin diameter and the pores filling space of the meshwork) that accelerates the fibrin lysis rate.",2015,"['Marchi, Rita', 'Rojas, Héctor']"
Biological activity analysis of native and recombinant streptokinase using clot lysis and chromogenic substrate assay.,"DETERMINATION OF STREPTOKINASE ACTIVITY IS USUALLY ACCOMPLISHED THROUGH TWO ASSAY METHODS: a) Clot lysis, b) Chromogenic substrate assay. In this study the biological activity of two streptokinase products, namely Streptase®, which is a native product and Heberkinasa®, which is a recombinant product, was determined against the third international reference standard using the two forementioned assay methods. The results indicated that whilst the activity of Streptase® was found to be 101 ± 4% and 97 ± 5% of the label claim with Clot lysis and Chromogenic substrate assay respectively, for Heberkinasa® the potency values obtained were 42 ± 5% and 92.5 ± 2% of the label claim respectively. To shed some light on the reason for this finding, the n-terminal sequence of the streptokinase molecules present in the two products was determined. The results showed slight differences in the amino acid sequence of the recombinant product in comparison to the native one at the amino terminus. This finding supports those of other workers who found that n-terminal sequence of the streptokinase molecule can have significant effect on the activity of this protein.",2012,"['Mahboubi, Arash', 'Sadjady, Seyyed Kazem', 'Mirzaei Saleh Abadi, Mohammad', 'Azadi, Saeed', 'Solaimanian, Roya']"
"In black South Africans from rural and urban communities, the 4G/5G PAI-1 polymorphism influences PAI-1 activity, but not plasma clot lysis time.","Data on genetic and environmental factors influencing PAI-1 levels and their consequent effect on clot lysis in black African populations are limited. We identified polymorphisms in the promoter area of the PAI-1 gene and determined their influence on PAI-1act levels and plasma clot lysis time (CLT). We also describe gene-environment interactions and the effect of urbanisation. Data from 2010 apparently healthy urban and rural black participants from the South African arm of the PURE study were cross-sectionally analysed. The 5G allele frequency of the 4G/5G polymorphism was 0.85. PAI-1act increased across genotypes in the urban subgroup (p = 0.009) but not significantly in the rural subgroup, while CLT did not differ across genotypes. Significant interaction terms were found between the 4G/5G polymorphism and BMI, waist circumference and triglycerides in determining PAI-1act, and between the 4G/5G polymorphism and fibrinogen and fibrinogen gamma prime in determining CLT. The C428T and G429A polymorphisms did not show direct relationships with PAI-1act or CLT but they did influence the association of other environmental factors with PAI-1act and CLT. Several of these interactions differed significantly between rural and urban subgroups, particularly in individuals harbouring the mutant alleles. In conclusion, although the 4G/5G polymorphism significantly affected PAI-1act, it contributed less than 1% to the PAI-1act variance. (Central) obesity was the biggest contributor to PAI-1act variance (12.5%). Urbanisation significantly influenced the effect of the 4G/5G polymorphism on PAI-1act as well as gene-environment interactions for the C428T and G429A genotypes in determining PAI-1act and CLT.",2013,"['de Lange, Zelda', 'Rijken, Dingeman C', 'Hoekstra, Tiny', 'Conradie, Karin R', 'Jerling, Johann C', 'Pieters, Marlien']"
Prolonged clot lysis time increases the risk of a first but not recurrent venous thrombosis.,"The role of the fibrinolytic system in the development of venous thrombosis (VT) is unclear. We studied the risk of first and recurrent VT associated with reduced fibrinolysis, as measured by clot lysis time (CLT). We also studied the relationship between CLT and thrombin generation to determine if any relationship between CLT and VT was affected by thrombin generation. Analyses were performed in the Thrombophilia Hypercoagulability Environmental risk for Venous Thromboembolism Study, a two-centre population-based case-control study, including 579 patients and 338 controls, with patients followed from the event to determine incidence of recurrent VT. Hypofibrinolysis was associated with a 1·8-fold increased risk of a first VT [95% confidence interval (CI) 1·2-2·7]. Adjustment for sex, age, study location and Endogenous Thrombin Potential (ETP) did not change the result. The risk of VT was 2·9-fold increased when the 90th percentiles of prolonged CLT and high ETP were combined, with the highest risk for unprovoked first events (Odds Ratio = 4·2, 95% CI 1·3-13·5). In the follow-up study the Hazard Ratio for a recurrent VT associated with hypofibrinolysis was 1·5 (95% CI 0·9-2·6). A weak dose response effect was observed in relation to prolongation of CLT and recurrent VT. Although hypofibrinolysis constitutes a risk factor for a first VT, an association with recurrence is, at best, weak.",2016,"['Karasu, Alev', 'Baglin, Trevor P', 'Luddington, Roger', 'Baglin, Caroline A', 'van Hylckama Vlieg, Astrid']"
Catheter placement for lysis of spontaneous intracerebral hematomas: does a catheter position in the core of the hematoma allow more effective and faster hematoma lysis?,"For the fibrinolytic therapy of intracerebral hematomas (ICH) using recombinant tissue plasminogen activator (rtPA), a catheter position in the core of the hematoma along the largest clot diameter was assumed to be optimal for an effective clot lysis. However, it never had been proven that core position indeed enhances clot lysis if compared with less optimal catheter positions. In this study, the impact of the catheter position on the effectiveness and on the time course of clot lysis was evaluated. We analyzed the catheter position using a relative error calculating the distance perpendicular to the catheter's center in relation to hematoma's diameter and evaluated the relative hematoma volume reduction (RVR). The correlation of the RVR with the catheter position was evaluated. Additionally, we tried to identify patterns of clot lysis with different catheter positions. The patient's outcome at discharge was evaluated using the Glasgow outcome score. A total of 105 patients were included in the study. The mean hematoma volume was 56 ml. The overall RVR was 62.7 %. In 69 patients, a catheter position in the core of the clot was achieved. We found no significant correlation between catheter position and hematoma RVR (linear regression, p = 0.14). Core catheter position leads to more symmetrical hematoma RVR. Faster clot lysis happens in the vicinity of the catheter openings. We found no significant difference in the patient's outcome dependent on the catheter position (linear regression, p = 0.90). The catheter position in the core of the hematoma along its largest diameter does not significantly influence the effectiveness of clot lysis after rtPA application.",2016,"['Malinova, Vesna', 'Schlegel, Anna', 'Rohde, Veit', 'Mielke, Dorothee']"
"Changes in clot lysis levels of reteplase and streptokinase following continuous wave ultrasound exposure, at ultrasound intensities following attenuation from the skull bone.","Ultrasound (US) has been used to enhance thrombolytic therapy in the treatment of stroke. Considerable attenuation of US intensity is however noted if US is applied over the temporal bone. The aim of this study was therefore to explore possible changes in the effect of thrombolytic drugs during low-intensity, high-frequency continuous-wave ultrasound (CW-US) exposure. Clots were made from fresh venous blood drawn from healthy volunteers. Each clot was made from 1.4 ml blood and left to coagulate for 1 hour in a plastic test-tube. The thrombolytic drugs used were, 3600 IU streptokinase (SK) or 0.25 U reteplase (r-PA), which were mixed in 160 ml 0.9% NaCl solution. Continuous-wave US exposure was applied at a frequency of 1 MHz and intensities ranging from 0.0125 to 1.2 W/cm2. For each thrombolytic drug (n = 2, SK and r-PA) and each intensity (n = 9) interventional clots (US-exposed, n = 6) were submerged in thrombolytic solution and exposed to CW-US while control clots (also submerged in thrombolytic solution, n = 6) were left unexposed to US.To evaluate the effect on clot lysis, the haemoglobin (Hb) released from each clot was measured every 20 min for 1 hour (20, 40 and 60 min). The Hb content (mg) released was estimated by spectrophotometry at 540 nm. The difference in effect on clot lysis was expressed as the difference in the amount of Hb released between pairs of US-exposed clots and control clots. Statistical analysis was performed using Wilcoxon's signed rank test. Continuous-wave ultrasound significantly decreased the effects of SK at intensities of 0.9 and 1.2 W/cm2 at all times (P < 0.05). Continuous-wave ultrasound significantly increased the effects of r-PA on clot lysis following 20 min exposure at 0.9 W/cm2 and at 1.2 W/cm2, following 40 min exposure at 0.3, 0.6, 0.9 and at 1.2 W/cm2, and following 60 min of exposure at 0.05 0.3, 0.6, 0.9 and at 1.2 W/cm2 (all P < 0.05).",2008,"['Härdig, Bjarne Madsen', 'Carlson, Jonas', 'Roijer, Anders']"
Peroxynitrite may affect fibrinolysis via the reduction of platelet-related fibrinolysis resistance and alteration of clot structure.,"We tested the hypothesis that in vitro peroxynitrite (ONOO(-), a product of activated inflammatory cells) may affect fibrinolysis in human blood through the reduction of platelet-related fibrinolysis resistance. It was found that ONOO(-) (25-300 µM) accelerated lysis of platelet-fibrin clots (in PRP) dose-dependently, whereas fibrinolysis of platelet-free clots was slightly inhibited by ≥ 1000 µM stressor. Concentrations of ONOO(-) affecting the lysis of platelet-rich clots, inhibited clot retraction (CR) in a dose-dependent manner. Thromboelastometry (ROTEM) measurements performed in PRP showed that treatment with ONOO(-) (threshold conc. 100 µM) prolongs clotting time, and reduces alpha angle, and clot formation velocity parameters indicating for reduced thrombin formation rate. In PRP, ONOO(-) (threshold conc. 100 µM) reduced the collagen-evoked exposure of phosphatidylserine (PS) on platelets' plasma membrane, the shedding of platelet-derived microparticles (PMP), and inhibited platelet-dependent thrombin generation (measured in artificial system), dose-dependently. As judged by confocal microscopy, similar ONOO(-) concentrations altered the architecture of clots formed in collagen-treated PRP. Clots formed in the presence of ONOO(-) were less dense and were composed of thicker fibers, which make them more susceptible to lysis. In platelet-depleted plasma, ONOO(-) (up to milimolar concentration) did not alter clot structure. Blockage of PS exposed on platelets resulted in an alteration of clot architecture toward more prone to lysis. ONOO(-), at lysis-affecting concentrations, inhibited the collagen-evoked secretion of fibrinolytic inhibitors from platelets. We conclude that physiologically relevant ONOO(-) concentrations may accelerate the lysis of platelet-fibrin clots predominantly via downregulation of platelet-related mechanisms including: platelet secretion, clot retraction, platelet procoagulant response, and the alteration in clot architecture associated with it.",2015,"['Misztal, Tomasz', 'Rusak, Tomasz', 'Brańska-Januszewska, Justyna', 'Ostrowska, Halina', 'Tomasiak, Marian']"
Zinc delays clot lysis by attenuating plasminogen activation and plasmin-mediated fibrin degradation.,"Zinc circulates free in plasma at a concentration of 0.1-2 µM, but its levels increase locally when it is released from activated platelets. Although zinc influences many processes in haemostasis, its effect on fibrinolysis has not been thoroughly investigated. Using a fluorescent zinc-binding probe, we demonstrated that zinc binds tissue-type plasminogen activator (tPA) and plasmin with high affinity (Kd values of 0.2 µM), and surface plasmon resonance studies revealed that zinc binds fibrin with a Kd of 12.8 µM. Zinc had no effect on the affinity of plasminogen or plasmin for fibrin, but increased the affinity of tPA by two-fold. In the presence of 5 µM zinc, the catalytic efficiency of plasminogen activation by tPA was reduced by approximately two-fold, both in the absence or presence of fibrin. Zinc attenuated plasmin-mediated degradation of the fibrinogen alpha-chain by 43 %, but had no effect on trypsin degradation. tPA-mediated fibrin clot lysis was prolonged 2.5-fold by zinc in a concentration-dependent fashion, and tPA-mediated plasma clot lysis was attenuated by 1.5-fold. Therefore, our data indicate that zinc modulates fibrinolysis by attenuating tPA-mediated plasminogen activation and plasmin-induced fibrin degradation. These findings suggest that local release of zinc by platelets attenuates fibrinolysis.",2015,"['Henderson, Sara J', 'Stafford, Alan R', 'Leslie, Beverly A', 'Kim, Paul Y', 'Vaezzadeh, Nima', 'Ni, Ran', 'Fredenburgh, James C', 'Weitz, Jeffrey I']"
Prediction of recurrent venous thromboembolism by clot lysis time: a prospective cohort study.,"Venous thromboembolism (VTE) is a chronic disease, which tends to recur. Whether an abnormal fibrinolytic system is associated with an increased risk of VTE is unclear. We assessed the relationship between fibrinolytic capacity (reflected by clot lysis time [CLT]) and risk of recurrent VTE. We followed 704 patients (378 women; mean age 48 yrs) with a first unprovoked VTE for an average of 46 months after anticoagulation withdrawal. Patients with natural coagulation inhibitor deficiency, lupus anticoagulant, cancer, homozygosity for factor V Leiden or prothrombin mutation, or requirement for indefinite anticoagulation were excluded. Study endpoint was symptomatic recurrent VTE. For measurement of CLT, a tissue factor-induced clot was lysed by adding tissue-type plasminogen activator. Time between clot formation and lysis was determined by measuring the turbidity. 135 (19%) patients had recurrent VTE. For each increase in CLT of 10 minutes, the crude relative risk (RR) of recurrence was 1.13 (95% CI 1.02-1.25; p = 0.02) and was 1.08 (95% CI 0.98-1.20; p = 0.13) after adjustment for age and sex. For women only, the adjusted RR was 1.14 (95% CI, 0.91-1.42, p = 0.22) for each increase in CLT of 10 minutes. CLT values in the 4(th) quartile of the female patient population, as compared to values in the 1(st) quartile, conferred a risk of recurrence of 3.28 (95% CI, 1.07-10.05; p = 0.04). No association between CLT and recurrence risk was found in men. Hypofibrinolysis as assessed by CLT confers a moderate increase in the risk of recurrent VTE. A weak association between CLT and risk of recurrence was found in women only.",2012,"['Traby, Ludwig', 'Kollars, Marietta', 'Eischer, Lisbeth', 'Eichinger, Sabine', 'Kyrle, Paul A']"
Development of an in vitro model to study clot lysis activity of thrombolytic drugs.,"Thrombolytic drugs are widely used for the management of cerebral venous sinus thrombosis patients. Several in vitro models have been developed to study clot lytic activity of thrombolytic drugs, but all of these have certain limitations. There is need of an appropriate model to check the clot lytic efficacy of thrombolytic drugs. In the present study, an attempt has been made to design and develop a new model system to study clot lysis in a simplified and easy way using a thrombolytic drug, streptokinase. Whole blood from healthy individuals (n = 20) was allowed to form clots in a pre-weighed sterile microcentrifuge tubes; serum was removed and clot was weighed. After lysis by streptokinase fluid was removed and remnants of clot were again weighed along with the tube. Percentage of Clot lysis was calculated on the basis of the weight difference of microcentrifuge tubes obtained before and after clot lysis. There was a significant percentage of clot lysis observed when streptokinase was used. On the other hand with water (negative control), minimal (2.5%) clot lysis was observed. There was a significant difference between clot lysis done by streptokinase and water.",2006,"['Prasad, Sweta', 'Kashyap, Rajpal S', 'Deopujari, Jayant Y', 'Purohit, Hemant J', 'Taori, Girdhar M', 'Daginawala, Hatim F']"
Biological variation in tPA-induced plasma clot lysis time.,"Hypofibrinolysis is a risk factor for venous and arterial thrombosis, and can be assessed by using a turbidimetric tPA-induced clot lysis time (CLT) assay. Biological variation in clot lysis time may affect the interpretation and usefulness of CLT as a risk factor for thrombosis. Sufficient information about assay variation and biological variation in CLT is not yet available. Thus, this study aimed to determine the analytical, within-subject and between-subject variation in CLT. We collected blood samples from 40 healthy individuals throughout a period of one year (average 11.8 visits) and determined the CLT of each plasma sample in duplicate. The mean (± SD) CLT was 83.8 (± 11.1) minutes. The coefficients of variation for total variation, analytical variation, within-subject variation and between-subject variation were 13.4%, 2.6%, 8.2% and 10.2%, respectively. One measurement can estimate the CLT that does not deviate more than 20% from its true value. The contribution of analytical variation to the within-subject variation was 5.0%, the index of individuality was 0.84 and the reference change value was 23.8%. The CLT was longer in the morning compared to the afternoon and was slightly longer in older individuals (> 40 years) compared to younger (≤40 years) individuals. There was no seasonal variation in CLT and no association with air pollution. CLT correlated weakly with fibrinogen, C-reactive protein, prothrombin time and thrombin generation. This study provides insight into the biological variation of CLT, which can be used in future studies testing CLT as a potential risk factor for thrombosis.",2012,"['Talens, Simone', 'Malfliet, Joyce J M C', 'Rudež, Goran', 'Spronk, Henri M H', 'Janssen, Nicole A H', 'Meijer, Piet', 'Kluft, Cornelis', 'de Maat, Moniek P M', 'Rijken, Dingeman C']"
Fibrinolytic enzyme production by newly isolated Bacillus cereus SRM-001 with enhanced in-vitro blood clot lysis potential.,"The discovery of plasmin-like microbial fibrinolytic enzymes having high specificity and negligible side effects is crucial for thrombolytic therapy. Herein, we report one such extra-cellular fibrinolytic enzyme producing Bacillus cereus SRM-001 isolated from the blood-laden soil of a chicken dump yard. The potency of the enzyme was established with fibrin plate assay and in-vitro blood clot lysis assay. The shake-flask operating parameters and media composition were optimized for maximizing the productivity of the enzyme. The operating parameters, pH 7, 37°C, 1% inoculum volume and 24 h inoculum age, were found to be the optimum. The levels of media components, corn flour (0.3% w/v), soyabean powder (1.9% w/v) and MnSO4 (11.5 mM) were optimized by statistical analysis using Box-Behnken design derived RSM. This resulted in an almost 1.8 fold increase in fibrinolytic enzyme productivity. The 3D response surface plots showed soyabean powder and MnSO4 to be the key ingredients for enhancing the enzyme productivity, whereas corn flour had a marginal effect. The in-vitro blood clot lysis assay conducted at near physiological pH 7 at 37°C showed the enzyme to be a potential therapeutic thrombolytic agent.",2015,"['Narasimhan, Manoj Kumar', 'Chandrasekaran, Muthukumaran', 'Rajesh, Mathur']"
Effect of aminocaproic acid on clot strength and clot lysis of canine blood determined by use of an in vitro model of hyperfibrinolysis.,"OBJECTIVE To determine pharmacodynamic and pharmacokinetic profiles of aminocaproic acid (ACA) by use of a thromboelastography (TEG)-based in vitro model of hyperfibrinolysis and high-performance liquid chromatography-mass spectrometry. ANIMALS 5 healthy adult dogs. PROCEDURES A single dose of injectable ACA (20, 50, or 100 mg/kg) or an ACA tablet (approximately 100 mg/kg) was administered orally. Blood samples were collected at 0, 15, 30, 45, 60, 90, 120, and 240 minutes after ACA administration for pharmacokinetic analysis. Samples were obtained at 0, 60, and 240 minutes for pharmacodynamic analysis by use of a TEG model of hyperfibrinolysis. RESULTS No adverse effects were detected. In the hyperfibrinolysis model, after all doses, a significantly higher TEG maximum amplitude (clot strength), compared with baseline, was detected at 60 and 240 minutes. Additionally, the percentage of fibrinolysis was reduced from the baseline value at 60 and 240 minutes, with the greatest reduction at 60 minutes. At 240 minutes, there was significantly less fibrinolysis for the 100 mg/kg dose than the 20 mg/kg dose. Maximum plasma ACA concentration was dose dependent. There was no significant difference in pharmacokinetic parameters between 100 mg/kg formulations. CONCLUSIONS AND CLINICAL RELEVANCE In an in vitro model of hyperfibrinolysis, ACA inhibited fibrinolysis at all doses tested. At 240 minutes after administration, the 100 mg/kg dose inhibited fibrinolysis more effectively than did the 20 mg/kg dose. Thus, ACA may be useful for in vivo prevention of fibrinolysis in dogs. IMPACT FOR HUMAN MEDICINE These data may improve research models of hyperfibrinolytic diseases.",2016,"['Brown, Jamie C', 'Brainard, Benjamin M', 'Fletcher, Daniel J', 'Nie, Ben', 'Arnold, Robert D', 'Schmiedt, Chad W']"
"A multicenter, randomized, double-blinded, placebo-controlled phase III study of Clot Lysis Evaluation of Accelerated Resolution of Intraventricular Hemorrhage (CLEAR III).","In adults, intraventricular thrombolytic therapy with recombinant tissue plasminogen activator (rtPA) facilitates resolution of intraventricular haemorrhage (IVH), reduces intracranial pressure, decreases duration of cerebrospinal fluid diversion, and may ameliorate direct neural injury. We hypothesize that patients with small parenchymal haematoma volumes (<30 cc) and relatively large IVH causing acute obstructive hydrocephalus would have improved clinical outcomes when given injections of low-dose rtPA to accelerate lysis and evacuation of IVH compared with placebo. The Clot Lysis Evaluation of Accelerated Resolution of Intraventricular Hemorrhage III trial is an investigator-initiated, phase III, randomized, multicenter, double-blind, placebo-controlled study comparing the use of external ventricular drainage (EVD) combined with intraventricular injection of rtPA to EVD plus intraventricular injection of normal saline (placebo) for the treatment of IVH. Patients with known symptom onset within 24 h of the computed tomography scan confirmed IVH and third or fourth ventricle obstruction, with or without supratentorial intracerebral haemorrhage volume <30 cc, who require EVD are screened with a computed tomography scan at least six hours after EVD placement and, if necessary, at consecutive 12-h intervals until stabilization of any intracranial bleeding has been established. Patients who meet clinical and imaging criteria (no ongoing coagulopathy and no suspicion of aneurysm, arteriovenous malformation, or any other vascular anomaly) will be randomized to either intraventricular rtPA or placebo.",2014,Error Retrieving
A history of early stent thrombosis is associated with prolonged clot lysis time.,"It has been demonstrated that formation of compact plasma fibrin clots resistant to plasmin-mediated lysis characterises patients following in-stent thrombosis (IST). The relationship between defective fibrinolysis, reflected as prolonged clot lysis time (CLT) and IST is unclear. We sought to investigate whether patients with acute and subacute IST have impaired fibrinolytic capacity. We studied 41 definite IST patients, including 15 with acute and 26 with subacute IST experienced 2-73 months prior to enrollment, versus 41 controls matched for demographics, cardiovascular risk factors, concomitant treatment and angiographic/stent parameters. CLT, reflecting lysis of a tissue factor-induced plasma clot by exogenous tissue plasminogen activator, together with plasminogen activator inhibitor-1 (PAI-1) antigen and activity, thrombin-activatable fibrinolysis inhibitor (TAFI) antigen and activity, thrombomodulin (TM), plasminogen and α2-antiplasmin (α2AP) were measured. There were no inter-group differences in angiographic parameters, indication to the first PCI, culprit vessel or a type of stent. Patients with IST had 11% longer CLT (p=0.005) and 13% higher PAI-1 antigen (p=0.04) compared to controls. There were positive correlations in both groups between CLT and PAI-1 antigen and TAFI activity (all p<0.001). Multiple regression analysis showed that CLT (odds ratio [OR]=1.04 per 1 minute, 95% CI 1.01-1.08, p=0.02) and platelet count (OR=1.01 per 1,000/μl, 95% CI 1.00-1.02, p=0.034) were independent predictors of IST (R(2)=0.28, p<0.05). Concluding, impaired fibrinolytic potential, that is in part determined by plasma PAI-1 antigen and TAFI activity, characterises patients with a history of acute and subacute IST, which might help identify patients at higher risk of IST.",2012,"['Pankiw-Bembenek, Oksana', 'Zalewski, Jaroslaw', 'Goralczyk, Tadeusz', 'Undas, Anetta']"
Aβ delays fibrin clot lysis by altering fibrin structure and attenuating plasminogen binding to fibrin.,"Alzheimer disease is characterized by the presence of increased levels of the β-amyloid peptide (Aβ) in the brain parenchyma and cerebral blood vessels. This accumulated Aβ can bind to fibrin(ogen) and render fibrin clots more resistant to degradation. Here, we demonstrate that Aβ(42) specifically binds to fibrin and induces a tighter fibrin network characterized by thinner fibers and increased resistance to lysis. However, Aβ(42)-induced structural changes cannot be the sole mechanism of delayed lysis because Aβ overlaid on normal preformed clots also binds to fibrin and delays lysis without altering clot structure. In this regard, we show that Aβ interferes with the binding of plasminogen to fibrin, which could impair plasmin generation and fibrin degradation. Indeed, plasmin generation by tissue plasminogen activator (tPA), but not streptokinase, is slowed in fibrin clots containing Aβ(42), and clot lysis by plasmin, but not trypsin, is delayed. Notably, plasmin and tPA activities, as well as tPA-dependent generation of plasmin in solution, are not decreased in the presence of Aβ(42). Our results indicate the existence of 2 mechanisms of Aβ(42) involvement in delayed fibrinolysis: (1) through the induction of a tighter fibrin network composed of thinner fibers, and (2) through inhibition of plasmin(ogen)-fibrin binding.",2012,"['Zamolodchikov, Daria', 'Strickland, Sidney']"
Clot Lysis and Antimitotic Study of Ficus glomerata Roxb Fruit Extracts.,"The present study was carried out to investigate the thrombolytic and antimitotic potentiality of various extracts of fruits of Ficus glomerata, a traditional medicinal plant, using an in vitro assay method. Three crude extracts such as petroleum ether (FGPE), chloroform (FGCE), and methanol (FGME) were used for the study, with a standard (streptokinase) and negative control (sterile distilled water) to validate the method. The thrombolytic nature of the plant was found significant with methanol extract and chloroform and petroleum ether extracts have recorded mild activity, when compared with the negative control (sterile distilled water). The extracts have shown mild clot lysis, that is, 2.16%, 23.06%, 27.60%, and 47.74% of sterile distilled water, FGPE, FGCE, and FGME, respectively, while the standard (streptokinase) has shown 74.22% clot lysis. FGME inhibited the root growth in number as well as length effectively, followed by FGPE, while FGCE exhibited moderate antimitotic activity and it was supported by mitotic index. Therefore, the obtained results suggest that among all the extracts of plant the methanolic extract has shown highest thrombolytic and antimitotic activity.",2014,"['Shivasharanappa, Kirankumar', 'Londonkar, Ramesh']"
"Heritability of clot formation, morphology, and lysis: the EuroCLOT study.","The relative balance between clot formation and fibrinolysis is considered to reflect thrombotic potential following vascular injury. The aims of the present study were to (1) to determine the contribution of genetic and environmental factors to variance in measures of clot structure/function in the Leeds Family Study, and (2) to determine the relationship between measures of clot structure/function and cardiovascular risk. Using high throughput turbidimetric assays, heritabilities of measures of clot formation, clot structure, and clot lysis were approximately 0.30. Fibrinogen contributed to variance in all measures and plasminogen activator inhibitor-1 to variance in lysis variables. Subjects at increased cardiovascular risk due to the presence of the metabolic syndrome (MetS) had increased clot density (MaxAbs(C): 0.358 [0.340, 0.375]au) and prolonged lysis times (Lys(T): 510 [6569, 7939]s) compared with those without MetS (MaxAbs(C): 0.319 [0.310, 0.328]au, P=0.003; Lys(T): 7221 [4884, 5328]s, P<0.001). Furthermore, measures of clot structure/function increased progressively with increasing number of MetS components.",2007,Error Retrieving
