title,abstract,date,authors,link,eid
Modelling the circle of Willis to assess the effects of anatomical variations and occlusions on cerebral flows,"AbstractBlood flow in the circle of Willis (CoW) is modelled using the 1-D equations of pressure and flow wave propagation in compliant vessels. The model starts at the left ventricle and includes the largest arteries that supply the CoW. Based on published physiological data, it is able to capture the main features of pulse wave propagation along the aorta, at the brachiocephalic bifurcation and throughout the cerebral arteries. The collateral ability of the complete CoW and its most frequent anatomical variations is studied in normal conditions and after occlusion of a carotid or vertebral artery (VA). Our results suggest that the system does not require collateral pathways through the communicating arteries to adequately perfuse the brain of normal subjects. The communicating arteries become important in cases of missing or occluded vessels, the anterior communicating artery (ACoA) being a more critical collateral pathway than the posterior communicating arteries (PCoAs) if an internal carotid artery (ICA) is occluded. Occlusions of the VAs proved to be far less critical than occlusions of the ICAs. The worst scenario in terms of reduction in the mean cerebral outflows is a CoW without the first segment of an anterior cerebral artery combined with an occlusion of the contralateral ICA. Furthermore, in patients without any severe occlusion of a carotid or VA, the direction of flow measured at the communicating arteries corresponds to the side of the CoW with an absent or occluded artery. Finally, we study the effect of partial occlusions of the communicating arteries on the cerebral flows, which again confirms that the ACoA is a more important collateral pathway than the PCoAs if an ICA is occluded.",2007,"{'author': [{'given-name': 'J.', '@_fa': 'true', 'surname': 'Alastruey'}, {'given-name': 'K.H.', '@_fa': 'true', 'surname': 'Parker'}, {'given-name': 'J.', '@_fa': 'true', 'surname': 'Peiró'}, {'given-name': 'S.M.', '@_fa': 'true', 'surname': 'Byrd'}, {'given-name': 'S.J.', '@_fa': 'true', 'surname': 'Sherwin'}]}",http://api.elsevier.com/content/article/pii/S0021929006002946,1-s2.0-S0021929006002946
Persistence of isolated flow in the internal carotid artery in brain death,"AbstractThe criteria for the confirmation of brain death (BD) using transcranial Doppler ultrasonography (TCD) state that flow should not be observed in the internal carotid artery (ICA). In 94 brain-dead patients examined by TCD, 19 (20%) had flow in the ICA despite cerebral circulatory arrest. There was no difference in the clinical characteristics of patients with or without isolated flow in the ICA. Shunting of blood from the ICA into the external carotid system or the arrest of blood flow at a higher level than the carotid siphon may explain our findings. Our results show that the current TCD criteria can result in a high rate of false negatives. We suggest that the TCD criteria for the diagnosis of brain death should be reviewed.",15 June 2003,"{'author': [{'given-name': 'G.R', '@_fa': 'true', 'surname': 'de Freitas'}, {'given-name': 'C', '@_fa': 'true', 'surname': 'André'}, {'given-name': 'M', '@_fa': 'true', 'surname': 'Bezerra'}, {'given-name': 'R.G', '@_fa': 'true', 'surname': 'Nunes'}, {'given-name': 'M', '@_fa': 'true', 'surname': 'Vincent'}]}",http://api.elsevier.com/content/article/pii/S0022510X03000650,1-s2.0-S0022510X03000650
Assessing intracranial vascular compliance using dynamic arterial spin labeling,"AbstractVascular compliance (VC) is an important marker for a number of cardiovascular diseases and dementia, which is typically assessed in the central and peripheral arteries indirectly by quantifying pulse wave velocity (PWV), and/or pulse pressure waveform. To date, very few methods are available for the quantification of intracranial VC. In the present study, a novel MRI technique for in-vivo assessment of intracranial VC was introduced, where dynamic arterial spin labeling (ASL) scans were synchronized with the systolic and diastolic phases of the cardiac cycle. VC is defined as the ratio of change in arterial cerebral blood volume (ΔCBV) and change in arterial pressure (ΔBP). Intracranial VC was assessed in different vascular components using the proposed dynamic ASL method. Our results show that VC mainly occurs in large arteries, and gradually decreases in small arteries and arterioles. The comparison of intracranial VC between young and elderly subjects shows that aging is accompanied by a reduction of intracranial VC, in good agreement with the literature. Furthermore, a positive association between intracranial VC and cerebral perfusion measured using pseudo-continuous ASL with 3D GRASE MRI was observed independent of aging effects, suggesting loss of VC is associated with a decline in perfusion. Finally, a significant positive correlation between intracranial and central (aortic arch) VC was observed using an ungated phase-contrast 1D projection PWV technique. The proposed dynamic ASL method offers a promising approach for assessing intracranial VC in a range of cardiovascular diseases and dementia.",1 January 2016,"{'author': [{'given-name': 'Lirong', '@_fa': 'true', 'surname': 'Yan'}, {'given-name': 'Collin Y.', '@_fa': 'true', 'surname': 'Liu'}, {'given-name': 'Robert X.', '@_fa': 'true', 'surname': 'Smith'}, {'given-name': 'Mayank', '@_fa': 'true', 'surname': 'Jog'}, {'given-name': 'Michael', '@_fa': 'true', 'surname': 'Langham'}, {'given-name': 'Kate', '@_fa': 'true', 'surname': 'Krasileva'}, {'given-name': 'Yufen', '@_fa': 'true', 'surname': 'Chen'}, {'given-name': 'John M.', '@_fa': 'true', 'surname': 'Ringman'}, {'given-name': 'Danny J.J.', '@_fa': 'true', 'surname': 'Wang'}]}",http://api.elsevier.com/content/article/pii/S1053811915008058,1-s2.0-S1053811915008058
Compliance mismatch and compressive wall stresses drive anomalous remodelling of pulmonary trunks reinforced with Dacron grafts,"AbstractSynthetic grafts are often satisfactory employed in cardiac and vascular surgery, including expanded poly(ethylene terephthalate) or expanded poly(tetrafluoroethylene). However, accumulating evidences suggest the emergence of worrisome issues concerning the long-term fate of prosthetic grafts as large vessel replacement. Disadvantages related to the use of synthetic grafts can be traced in their inability of mimicking the elasto-mechanical characteristics of the native vascular tissue, local suture overstress leading to several prosthesis-related complications and retrograde deleterious effects on valve competence, cardiac function and perfusion. Motivated by this, in the present work it is analyzed – by means of both elemental biomechanical paradigms and more accurate in silico Finite Element simulations – the physical interaction among aorta, autograft and widely adopted synthetic (Dacron) prostheses utilized in transposition of pulmonary artery, highlighting the crucial role played by somehow unexpected stress fields kindled in the vessel walls and around suture regions, which could be traced as prodromal to the triggering of anomalous remodelling processes and alterations of needed surgical outcomes. Theoretical results are finally compared with histological and surgical data related to a significant experimental animal campaign conducted by performing pulmonary artery transpositions in 30 two-month old growing lambs, followed up during growth for six months. The in vivo observations demonstrate the effectiveness of the proposed biomechanical hypothesis and open the way for possible engineering-guided strategies to support and optimize surgical procedures.",October 2016,"{'author': [{'given-name': 'Francesco', '@_fa': 'true', 'surname': 'Nappi'}, {'given-name': 'Angelo Rosario', '@_fa': 'true', 'surname': 'Carotenuto'}, {'given-name': 'Arsenio', '@_fa': 'true', 'surname': 'Cutolo'}, {'given-name': 'Pierre', '@_fa': 'true', 'surname': 'Fouret'}, {'given-name': 'Christophe', '@_fa': 'true', 'surname': 'Acar'}, {'given-name': 'Juan Carlos', '@_fa': 'true', 'surname': 'Chachques'}, {'given-name': 'Massimiliano', '@_fa': 'true', 'surname': 'Fraldi'}]}",http://api.elsevier.com/content/article/pii/S1751616116301990,1-s2.0-S1751616116301990
Arterial impulse model for the BOLD response to brief neural activation,"AbstractThe blood oxygen level dependent (BOLD) signal evoked by brief neural stimulation, the hemodynamic response function (HRF), is a critical feature of neurovascular coupling. The HRF is directly related to local transient changes in oxygen supplied by cerebral blood flow (CBF) and oxygen demand, the cerebral metabolic rate of oxygen (CMRO2). Previous efforts to explain the HRF have relied upon the hypothesis that CBF produces a non-linear venous dilation within the cortical parenchyma. Instead, the observed dynamics correspond to prompt arterial dilation without venous volume change. This work develops an alternative biomechanical model for the BOLD response based on the hypothesis that prompt upstream dilation creates an arterial flow impulse amenable to linear description. This flow model is coupled to a continuum description of oxygen transport. Measurements using high-resolution fMRI demonstrate the efficacy of the model. The model predicts substantial spatial variations of the oxygen saturation along the length of capillaries and veins, and fits the varied gamut of measured HRFs by the combined effects of corresponding CBF and CMRO2 responses. Three interesting relationships among the hemodynamic parameters are predicted. First, there is an offset linear correlation with approximately unity slope between CBF and CMRO2 responses. Second, the HRF undershoot is strongly correlated to the corresponding CBF undershoot. Third, late-time-CMRO2 response can contribute to a slow recovery to baseline, lengthening the HRF undershoot. The model provides a powerful mathematical framework to understand the dynamics of neurovascular and neurometabolic responses that form the BOLD HRF.",1 January 2016,"{'author': [{'given-name': 'Jung Hwan', '@_fa': 'true', 'surname': 'Kim'}, {'given-name': 'David', '@_fa': 'true', 'surname': 'Ress'}]}",http://api.elsevier.com/content/article/pii/S1053811915007892,1-s2.0-S1053811915007892
Investigation of the neurovascular coupling in positive and negative BOLD responses in human brain at 7T,"AbstractDecreases in stimulus-dependent blood oxygenation level dependent (BOLD) signal and their underlying neurovascular origins have recently gained considerable interest. In this study a multi-echo, BOLD-corrected vascular space occupancy (VASO) functional magnetic resonance imaging (fMRI) technique was used to investigate neurovascular responses during stimuli that elicit positive and negative BOLD responses in human brain at 7T. Stimulus-induced BOLD, cerebral blood volume (CBV), and cerebral blood flow (CBF) changes were measured and analyzed in ‘arterial’ and ‘venous’ blood compartments in macro- and microvasculature. We found that the overall interplay of mean CBV, CBF and BOLD responses is similar for tasks inducing positive and negative BOLD responses. Some aspects of the neurovascular coupling however, such as the temporal response, cortical depth dependence, and the weighting between ‘arterial’ and ‘venous’ contributions, are significantly different for the different task conditions. Namely, while for excitatory tasks the BOLD response peaks at the cortical surface, and the CBV change is similar in cortex and pial vasculature, inhibitory tasks are associated with a maximum negative BOLD response in deeper layers, with CBV showing strong constriction of surface arteries and a faster return to baseline. The different interplays of CBV, CBF and BOLD during excitatory and inhibitory responses suggests different underlying hemodynamic mechanisms.",15 August 2014,"{'author': [{'given-name': 'Laurentius', '@_fa': 'true', 'surname': 'Huber'}, {'given-name': 'Jozien', '@_fa': 'true', 'surname': 'Goense'}, {'given-name': 'Aneurin J.', '@_fa': 'true', 'surname': 'Kennerley'}, {'given-name': 'Dimo', '@_fa': 'true', 'surname': 'Ivanov'}, {'given-name': 'Steffen N.', '@_fa': 'true', 'surname': 'Krieger'}, {'given-name': 'Jöran', '@_fa': 'true', 'surname': 'Lepsien'}, {'given-name': 'Robert', '@_fa': 'true', 'surname': 'Trampel'}, {'given-name': 'Robert', '@_fa': 'true', 'surname': 'Turner'}, {'given-name': 'Harald E.', '@_fa': 'true', 'surname': 'Möller'}]}",http://api.elsevier.com/content/article/pii/S1053811914002778,1-s2.0-S1053811914002778
Implementation of intrinsic lumped parameter modeling into computational fluid dynamics studies of cardiopulmonary bypass,"AbstractStroke and cerebral hypoxia are among the main complications during cardiopulmonary bypass (CPB). The two main reasons for these complications are the cannula jet, due to altered flow conditions and the sandblast effect, and impaired cerebral autoregulation which often occurs in the elderly. The effect of autoregulation has so far mainly been modeled using lumped parameter modeling, while Computational Fluid Dynamics (CFD) has been applied to analyze flow conditions during CPB. In this study, we combine both modeling techniques to analyze the effect of lumped parameter modeling on blood flow during CPB. Additionally, cerebral autoregulation is implemented using the Baroreflex, which adapts the cerebrovascular resistance and compliance based on the cerebral perfusion pressure.The results show that while a combination of CFD and lumped parameter modeling without autoregulation delivers feasible results for physiological flow conditions, it overestimates the loss of cerebral blood flow during CPB. This is counteracted by the Baroreflex, which restores the cerebral blood flow to native levels. However, the cerebral blood flow during CPB is typically reduced by 10–20% in the clinic. This indicates that either the Baroreflex is not fully functional during CPB, or that the target value for the Baroreflex is not a full native cerebral blood flow, but the plateau phase of cerebral autoregulation, which starts at approximately 80% of native flow.",7 February 2014,"{'author': [{'given-name': 'Tim A.S.', '@_fa': 'true', 'surname': 'Kaufmann'}, {'given-name': 'Michael', '@_fa': 'true', 'surname': 'Neidlin'}, {'given-name': 'Martin', '@_fa': 'true', 'surname': 'Büsen'}, {'given-name': 'Simon J.', '@_fa': 'true', 'surname': 'Sonntag'}, {'given-name': 'Ulrich', '@_fa': 'true', 'surname': 'Steinseifer'}]}",http://api.elsevier.com/content/article/pii/S0021929013005575,1-s2.0-S0021929013005575
Computer analysis of the main parameters extrapolated from the human intracranial basal artery blood flow,"AbstractIn the present work an original mathematical model of human intracranial dynamics is used to analyze the clinical significance of several parameters (systolic, diastolic, and mean blood flow, Gosling pulsatility index, and Pourcelot index) extrapolated from the intracranial basal artery blood flow waveform. In the model all the main phenomena characterizing intracranial dynamics (craniospinal pressure-volume relationship, arterial and venous intracranial compliances, cerebrospinal fluid production and absorption rates, cerebral autoregulation, terminal vein collapse) have been included according to anatomical and physiological data. From an analysis of the model simulation curves we can conclude that, if cerebral autoregulation is working well, only minor changes in blood flow patterns may be expected during moderate intracranial hypertension. However, when intracranial pressure is in the range of 40–60 mm Hg, the pulsatility and Pourcelot indexes exhibit a fairly linear dependence on ICP. However, this dependence may be less evident than expected because of changes in the ICP pulse amplitude. Finally, when the ICP exceeds about 70 mm Hg, the pulsatility index exhibits a disproportionate increase. This condition is associated with an evident increase in blood flow pulse amplitude. Moreover, with the present computer model not only the effect of intracranial pressure changes, but also that of several other biophysical factors (such as arterial compliance, craniospinal pressure-volume relationship, regulatory actions) on the intracranial artery blood flow shape can be analyzed and related to signals obtained using the Doppler transcranial technique.",December 1990,"{'author': [{'given-name': 'Mauro', '@_fa': 'true', 'surname': 'Ursino'}]}",http://api.elsevier.com/content/article/pii/001048099090040J,1-s2.0-001048099090040J
"Patient-specific mean pressure drop in the systemic arterial tree, a comparison between 1-D and 3-D models","AbstractOne-dimensional models of the systemic arterial tree are useful tools for studying wave propagation phenomena, however, their formulation for frictional losses is approximate and often based on solutions for developed flow in straight non-tapered arterial segments. Thus, losses due to bifurcations, tortuosity, non-planarity and complex geometry effects cannot be accounted for in 1-D models. This may lead to errors in the estimation of mean pressure. To evaluate these errors, we simulated steady flow in a patient specific model of the entire systemic circulation using a standard CFD code with Newtonian and non-Newtonian blood properties and compared the pressure evolution along three principal and representative arterial pathlines with the prediction of mean pressure, as given by the 1-D model. Pressure drop computed from aortic root up to iliac bifurcation and to distal brachial is less than 1mmHg and 1-D model predictions agree well with the 3-D model. In smaller vessels like the precerebral and cerebral arteries, the losses are higher (mean pressure drop over 10mmHg from mean aortic pressure) and are consistently underestimated by the 1-D model. Complex flow patterns resulting from tortuosity, non-planarity and branching yield shear stresses, which are higher than the ones predicted by the 1-D model. In consequence, the 1-D model overestimates mean pressure in peripheral arteries and especially in the cerebral circulation.",11 October 2012,"{'author': [{'given-name': 'Philippe', '@_fa': 'true', 'surname': 'Reymond'}, {'given-name': 'Fabienne', '@_fa': 'true', 'surname': 'Perren'}, {'given-name': 'François', '@_fa': 'true', 'surname': 'Lazeyras'}, {'given-name': 'Nikos', '@_fa': 'true', 'surname': 'Stergiopulos'}]}",http://api.elsevier.com/content/article/pii/S0021929012004174,1-s2.0-S0021929012004174
The influence of contrast agent injection on physiological flow in the circle of Willis,"AbstractX-ray videodensitometry allows in vivo flow measurements from gradients in contrast agent concentration. However, the injection of contrast agent alters the flow to be measured. Here, the temporal, spatial, and inter-patient variability of the response to injection are examined. To this purpose, an injection is prescribed in the internal carotid in a 1D wave propagation model of the arterial circulation. Although the resulting effect of injection is constant over a cardiac cycle, the response does vary with the location within the cerebral circulation and the geometry of the circle of Willis. At the injection site, the injection partly suppresses the incoming blood flow, such that the distal flow is increased by approximately 10%. This corresponds to approximately 20% of the injection rate added to the blood flow during injection, depending on the vascular geometry. In the communicating arteries, the flow direction is reversed during injection. Since the measured flow is not equal to the physiological blood flow, the effect of injection should be taken into account when deriving the flow from travelling contrast agent.",March 2011,"{'author': [{'given-name': 'G.', '@_fa': 'true', 'surname': 'Mulder'}, {'given-name': 'A.C.B.', '@_fa': 'true', 'surname': 'Bogaerds'}, {'given-name': 'P.', '@_fa': 'true', 'surname': 'Rongen'}, {'given-name': 'F.N.', '@_fa': 'true', 'surname': 'van de Vosse'}]}",http://api.elsevier.com/content/article/pii/S1350453310002171,1-s2.0-S1350453310002171
Transcranial Doppler ultrasound blood flow velocity and pulsatility index as systemic indicators for Alzheimer’s disease,"AbstractBackgroundMultiple lines of evidence suggest that cardiovascular co-morbidities hasten the onset of Alzheimer’s disease (AD) or accelerate its course.MethodsTo evaluate the utility of cerebral vascular physical function and/or condition parameters as potential systemic indicators of AD, transcranial Doppler (TCD) ultrasound was used to assess cerebral blood flow and vascular resistance of the 16 arterial segments comprising the circle of Willis and its major tributaries.ResultsOur study showed that decreased arterial mean flow velocity and increased pulsatility index are associated with a clinical diagnosis of presumptive AD. Cerebral blood flow impairment shown by these parameters reflects the global hemodynamic and structural consequences of a multifaceted disease process yielding diffuse congestive microvascular pathology, increased arterial rigidity, and decreased arterial compliance, combined with putative age-associated cardiovascular output declines.ConclusionsTCD evaluation offers direct physical confirmation of brain perfusion impairment and might ultimately provide a convenient and a noninvasive means to assess the efficacy of medical interventions on cerebral blood flow or reveal incipient AD. In the near term, TCD-based direct assessments of brain perfusion might offer the prospect of preventing or mitigating AD simply by revealing patients who would benefit from interventions to improve circulatory system function.",July 2011,"{'author': [{'given-name': 'Alex E.', '@_fa': 'true', 'surname': 'Roher'}, {'given-name': 'Zsolt', '@_fa': 'true', 'surname': 'Garami'}, {'given-name': 'Suzanne L.', '@_fa': 'true', 'surname': 'Tyas'}, {'given-name': 'Chera L.', '@_fa': 'true', 'surname': 'Maarouf'}, {'given-name': 'Tyler A.', '@_fa': 'true', 'surname': 'Kokjohn'}, {'given-name': 'Marek', '@_fa': 'true', 'surname': 'Belohlavek'}, {'given-name': 'Linda J.', '@_fa': 'true', 'surname': 'Vedders'}, {'given-name': 'Donald', '@_fa': 'true', 'surname': 'Connor'}, {'given-name': 'Marwan N.', '@_fa': 'true', 'surname': 'Sabbagh'}, {'given-name': 'Thomas G.', '@_fa': 'true', 'surname': 'Beach'}, {'given-name': 'Mark R.', '@_fa': 'true', 'surname': 'Emmerling'}]}",http://api.elsevier.com/content/article/pii/S1552526010024556,1-s2.0-S1552526010024556
An impedance index in normal subjects and in subarachnoid hemorrhage,"AbstractThe impedance of a hemodynamic system is defined as the ratio of each harmonic component of blood pressure to that of flow. Calculation of impedance curves has been extensively performed in the systemic circulation, leading to the recognition of reflected pressure and flow waves and clarifying the shape of ultrasound waveforms. Impedance in the human cerebral circulation has not been measured primarily because of the relative inaccessibility of simultaneous flow and pressure data in the human cerebral circulation. We defined an impedance index using the transcranial Doppler waveform for that of flow and a noninvasive applanation measure of the carotid artery pressure waveform. Middle cerebral artery velocities and carotid artery pressure waveforms were simultaneously recorded in 16 vessels from 10 normal volunteers, 42 vessels in 14 patients with aneurysmal subarachnoid hemorrhage, and 14 vessels in 7 subjects during conditions of hypocapnia, normocapnia and hypercapnia. Impedance was calculated by dividing the harmonic associated with pressure divided by that of flow, and averaging 10 to 20 such calculations. Relative impedance curves were calculated by dividing by the impedance at the first harmonic. Impedance was also studied in an electrical model consisting of a Windkessel element containing inductance in series with a second Windkessel to model the large vessel and vascular bed, respectively. Model parameters were taken from the literature for these calculations. For the normal subjects, the shape of the impedance index curve was similar to those found in the systemic circulation. The impedance index curves for patients in vasospasm (middle cerebral velocity greater than 180) showed a peak at the second or third harmonic, which appeared more frequently than the nonspasm group (p &lt; 0.01). Furthermore, the ratio of the second harmonic to the first harmonic was significantly &gt;1.0 in the spasm group but significantly &lt;1.0 in the normal group (p &lt; 0.05). Calculations from the electrical model replicated the appearance of these peaks at the second or third harmonic for vasospasm parameters. A statistically significant peak appeared at the second or third harmonic in the impedance index curves for patients in vasospasm, which was replicated quantitatively by our electrical model. Although such peaks can be explained in the systemic circulation by the presence of reflected waves, the distance to the reflection site is larger than expected for the cerebral circulation. This suggests the importance of the inertia of blood as a stenosis worsens and as the origin for the observed changes in the impedance index curves.",1996,"{'author': [{'given-name': 'C.A.', '@_fa': 'true', 'surname': 'Giller'}, {'given-name': 'B.', '@_fa': 'true', 'surname': 'Ratcliff'}, {'given-name': 'B.', '@_fa': 'true', 'surname': 'Berger'}, {'given-name': 'A.', '@_fa': 'true', 'surname': 'Giller'}]}",http://api.elsevier.com/content/article/pii/0301562996000245,1-s2.0-0301562996000245
Model analogues in the study of cephalic circulation,"AbstractSimple laboratory models are useful to demonstrate cardiovascular principles involving the effects of gravity on the distribution of blood flow to the heads of animals, especially tall ones like the giraffe. They show that negative pressures cannot occur in collapsible vessels of the head, unless they are protected from collapse by external structures such as the cranium and cervical vertebrae. Negative pressures in the cerebral-spinal fluid (CSF) can prevent cerebral circulation from collapsing, and the spinal veins of the venous plexus can return blood to the heart in essentially rigid vessels. However, cephalic vessels outside the cranium are collapsible, so require positive blood pressures to establish flow; CSF pressure and venous plexus flow are irrelevant in this regard. Pressures in collapsible vessels reflect pressures exerted by surrounding tissues, which may explain the observed pressure gradient in the giraffe jugular vein. Tissue pressure is distinct from interstitial fluid pressure which has little influence on pressure gradients across the walls of major vessels.",April 2000,"{'author': [{'given-name': 'Roger S', '@_fa': 'true', 'surname': 'Seymour'}]}",http://api.elsevier.com/content/article/pii/S109564330000180X,1-s2.0-S109564330000180X
Boundary conditions for hemodynamics: The structured tree revisited,"AbstractThe structured tree boundary condition is a physiologically-based outflow boundary condition used in hemodynamics. We propose an alternative derivation that is considerably simpler than the original one and yields similar, but not identical, results. We analyze the sensitivity of this boundary condition to its parameters and discuss its domain of validity. Several implementation issues are discussed and tested in the case of arterial flow in the Circle of Willis. Additionally, we compare results obtained from the structured tree boundary condition to the Windkessel boundary condition and measured data.",15 July 2012,"{'author': [{'given-name': 'W.', '@_fa': 'true', 'surname': 'Cousins'}, {'given-name': 'P.A.', '@_fa': 'true', 'surname': 'Gremaud'}]}",http://api.elsevier.com/content/article/pii/S0021999112002203,1-s2.0-S0021999112002203
Patient-specific estimates of vascular and placental properties in growth-restricted fetuses based on a model of the fetal circulation,"AbstractIntroductionIntrauterine growth restriction (IUGR) due to placental insufficiency is associated with blood-flow redistribution in order to maintain perfusion to the brain. However, some hemodynamic parameters that might be more directly related to staging of the disease cannot be measured non-invasively in clinical practice. For this, we developed a patient-specific model of the fetal circulation to estimate vascular properties of each individual.MethodsA lumped model of the fetal circulation was developed and personalized using measured echographic data from 37 normal and IUGR fetuses to automatically estimate model-based parameters. A multivariate regression analysis was performed to evaluate the association between the Doppler pulsatility indices (PI) and the model-based parameters. The correlation between model-based parameters and the placental lesions was analyzed in a set of 13 IUGR placentas. A logistic regression analysis was done to assess the added value of the model-based parameters relative to Doppler indices, for the detection of fetuses with adverse perinatal outcome.ResultsThe estimated model-based placental and brain resistances were respectively increased and reduced in IUGR fetuses while placental compliance was increased in IUGR fetus. Umbilical and middle cerebral arteries PIs were most associated with both placental resistance and compliance, while uterine artery PI was more associated with the placental compliance. The logistic regression analysis showed that the model added significant information to the traditional analysis of Doppler waveforms for predicting adverse outcome in IUGR.DiscussionThe proposed patient-specific computational model seems to be a good approach to assess hemodynamic parameters than cannot be measured clinically.",September 2015,"{'author': [{'given-name': 'Patricia', '@_fa': 'true', 'surname': 'Garcia-Canadilla'}, {'given-name': 'Fatima', '@_fa': 'true', 'surname': 'Crispi'}, {'given-name': 'Monica', '@_fa': 'true', 'surname': 'Cruz-Lemini'}, {'given-name': 'Stefania', '@_fa': 'true', 'surname': 'Triunfo'}, {'given-name': 'Alfons', '@_fa': 'true', 'surname': 'Nadal'}, {'given-name': 'Brenda', '@_fa': 'true', 'surname': 'Valenzuela-Alcaraz'}, {'given-name': 'Paula A.', '@_fa': 'true', 'surname': 'Rudenick'}, {'given-name': 'Eduard', '@_fa': 'true', 'surname': 'Gratacos'}, {'given-name': 'Bart H.', '@_fa': 'true', 'surname': 'Bijnens'}]}",http://api.elsevier.com/content/article/pii/S0143400415300242,1-s2.0-S0143400415300242
Multi-scale computational model of three-dimensional hemodynamics within a deformable full-body arterial network,"AbstractIn this article, we present a computational multi-scale model of fully three-dimensional and unsteady hemodynamics within the primary large arteries in the human. Computed tomography image data from two different patients were used to reconstruct a nearly complete network of the major arteries from head to foot. A linearized coupled-momentum method for fluid–structure-interaction was used to describe vessel wall deformability and a multi-domain method for outflow boundary condition specification was used to account for the distal circulation. We demonstrated that physiologically realistic results can be obtained from the model by comparing simulated quantities such as regional blood flow, pressure and flow waveforms, and pulse wave velocities to known values in the literature. We also simulated the impact of age-related arterial stiffening on wave propagation phenomena by progressively increasing the stiffness of the central arteries and found that the predicted effects on pressure amplification and pulse wave velocity are in agreement with findings in the clinical literature. This work demonstrates the feasibility of three-dimensional techniques for simulating hemodynamics in a full-body compliant arterial network.",1 July 2013,"{'author': [{'given-name': 'Nan', '@_fa': 'true', 'surname': 'Xiao'}, {'given-name': 'Jay D.', '@_fa': 'true', 'surname': 'Humphrey'}, {'given-name': 'C. Alberto', '@_fa': 'true', 'surname': 'Figueroa'}]}",http://api.elsevier.com/content/article/pii/S0021999112005475,1-s2.0-S0021999112005475
Pallencephalography,N/A,1968,"{'author': [{'given-name': 'J.J.', '@_fa': 'true', 'surname': 'Barcia-Goyanes'}, {'given-name': 'J.L.', '@_fa': 'true', 'surname': 'Barcia-Salorio'}]}",http://api.elsevier.com/content/article/pii/S0079612308614624,1-s2.0-S0079612308614624
Leukoaraiosis and pulse-wave encephalopathy: Observations with phase-contrast MRI in mild cognitive impairment,"SummaryPurposeTo test the pathogenic hypothesis of a breakdown in the vital buffering of the arterial pulsations behind leukoaraiosis (LA) in mild cognitive impairment (MCI).MethodsSeventy-one elderly patients with MCI underwent a combined structural and dynamic MR examination (3D T1-weighted and fast-FLAIR T2-weighted sequences, phase contrast sequences). Arterial indices of pulsatility (IP) and composite indicators of the amplitude transfer function between cerebrospinal fluid and cerebral venous flow (Icsf/veins) were used to assess the large artery stiffness and the intracranial compliance respectively. Cerebral total arterial blood flow (tCBF), superficial and deep venous flow rates were also measured. Intracranial dynamic parameters and potential confounders including age, gender and vascular risk factors were compared between two groups respectively with and without significant LA.ResultsThe only dynamic changes on multivariate analyse were an IP increase, a lowering of deep venous outflow and Icsf/veins in patients with LA. There was a significant interaction between IP and Icsf/veins in the logistic regression: as compared with patients with low IP (suggestive of high large artery compliance) and high Icsf/veins (suggestive of high intracranial compliance), the adjusted odds ratios for the presence of LA were 9 (95% CI 1–64, P=0.02) in cases of both high IP and Icsf/veins, 10 (95% CI 1–64, P=0.02) in cases of both high IP and low Icsf/veins and 19 (95% CI 3–127, P=0.002) in cases of both low IP and Icsf/veins.ConclusionLA may reflect an arteriosclerotic and/or resistive pulse wave encephalopathy in MCI.",October 2009,"{'author': [{'given-name': 'M.-C.', '@_fa': 'true', 'surname': 'Henry-Feugeas'}, {'given-name': 'C.', '@_fa': 'true', 'surname': 'Roy'}, {'given-name': 'G.', '@_fa': 'true', 'surname': 'Baron'}, {'given-name': 'E.', '@_fa': 'true', 'surname': 'Schouman-Claeys'}]}",http://api.elsevier.com/content/article/pii/S0150986109000121,1-s2.0-S0150986109000121
Beyond blood pressure: Arterial stiffness as a new biomarker of cardiovascular disease,"AbstractArterial stiffness of the large, elastic conduit arteries is considered a risk marker of vascular aging, as well as a new biomarker of cardiovascular (CV) disease. Arterial stiffness also plays an important role in the development of isolated systolic hypertension (ISH) in the middle-aged and elderly population. ISH is characterized by an increase in pulse pressure (PP) in association with a rise in systolic blood pressure (SBP) and a fall in diastolic blood pressure (DBP). Increased PP, however, is not always a good surrogate for arterial stiffening because of the frequent discrepancy between peripheral brachial and central aortic PP values due to varying pressure amplification. Therefore, noninvasive, easily performed methods for more direct measurement of arterial stiffness and wave reflection, such as aortic pulse wave velocity (PWV) and pulse wave analysis, have been developed for clinical use. The present review aims to provide an understanding of the pathophysiology of arterial stiffness and wave reflection, to review the various techniques for their measurement, and to explore their usefulness in predicting CV risk and therapeutic benefit in comparison with traditional brachial artery cuff blood pressure (BP) by sphygmomanometry.",May–June 2008,"{'author': [{'given-name': 'Stanley S.', '@_fa': 'true', 'surname': 'Franklin'}]}",http://api.elsevier.com/content/article/pii/S1933171107001945,1-s2.0-S1933171107001945
