Title,Excerpt,Year,Authors,URL,Citations
Lysine-derivatized polyurethane as a clot lysing surface: conversion of adsorbed plasminogen to plasmin and clot lysis in vitro,"Polyurethane surfaces to which lysine residues are immobilized by photochemical methods are proposed as a basis for clot lysing surfaces. The lysines are attached in such a way that the ε-amino and carboxyl groups are free. We showed previously that these surfaces,  ...",2001,"WG McClung, DL Clapper, SP Hu, JL Brash ",http://www.sciencedirect.com/science/article/pii/S0142961200003781,43
Clot retraction facilitates clot lysis,"Abstract Platelet facilitation of clot lysis was studied using the dilute clot lysis assay, a standardized assay for fibrinolysis shown to correlate with the development of postoperative deep vein thrombosis. Clots prepared from dilute platelet poor plasma showed prolonged  ...",1981,"RC Carroll, JM Gerrard, JM Gilliam ",http://www.bloodjournal.org/content/57/1/44.short,41
Local infusion of urokinase for the lysis of thrombosis associated with permanent central venous catheters in cancer patients.,"... Nonetheless, if clinically warranted, a thrombolytic trial should not be denied to the patient whoseclot has been present for more than 1 week. Our data show that clots that have been presentfor as long as 3 to 4 weeks have signifi- cant chances of lysis by this method. ...",1987,"G Fraschini, J Jadeja, M Lawson… ",http://jco.ascopubs.org/content/5/4/672.short,120
Speed of tPA-induced clot lysis predicts DWI lesion evolution in acute stroke,Background and Purpose—We sought to evaluate the impact of the speed of recanalization on the evolution of diffusion-weighted imaging (DWI) lesions and outcome in stroke patients treated with tissue-type plasminogen activator (tPA). Methods—We evaluated 113  ...,2007,R Delgado,http://stroke.ahajournals.org/content/38/3/955.short,47
Acute cigarette smoke exposure reduces clot lysis--association between altered fibrin architecture and the response to t-PA,BACKGROUND: Enhanced thrombolysis is a proposed mechanism for reduced mortality in cigarette smokers with STEMI (“smoker's paradox”). The mechanisms remain unclear but studies suggest fibrin architecture (FA) may affect thrombolysis. Our group has previously  ...,2010,"RS Barua, F Sy, S Srikanth, G Huang, U Javed… ",http://www.sciencedirect.com/science/article/pii/S0049384810004135,42
Mechanism of clot lysis by streptokinase and effects of epsilon-aminocaproic acid.,"Summary The effects of‡-ACA, a potent inhibitor of plasminogen activation, on in vitro pre-formed clot lysis and plasma plasminogen activation by SK have been studied. Complete inhibition of plasma plasminogen activation by‡-ACA has been demonstrated to occur  ...",1959,"FB Ablondi, EC De Renzo ",http://ebm.sagepub.com/content/102/3/717.short,33
Regulation of plasmin-dependent fibrin clot lysis by annexin II heterotetramer,"Abstract In a previous report we showed that plasmin-dependent lysis of a fibrin polymer, produced from purified components, was totally blocked if annexin II heterotetramer (AIIt) was present during fibrin polymer formation. Here, we show that AIIt inhibits fibrin clot lysis  ...",2001,"KS Choi, SL Fitzpatrick, NR Filipenko, DK Fogg… ",http://www.jbc.org/content/276/27/25212.short,44
A new device for measurement of fibrin clot lysis: application to the euglobulin clot lysis time,"Background Determination of clot lysis times on whole blood, diluted whole blood, plasma or plasma fraction has been used for many years to assess the overall activity of the fibrinolytic system. We designed a completely computerised semi-automatic 8-channel device for  ...",2002,"KZ Boudjeltia, P Cauchie… ",http://bmcbiotechnol.biomedcentral.com/articles/10.1186/1472-6750-2-8,41
Binding and lysing of blood clots using MRX-408,"... of binding, blood clots were more visible, the area of detection was improved, and shadowingbehind clots was more noticeable. Under 1-MHz ultrasound and 30 minutes of treatment, lysisefficiency reached 34% with MRX-408, whereas there was no visible clot lysis with saline ...",1998,"Y Wu, EC Unger, TP McCREERY… ",http://journals.lww.com/investigativeradiology/Abstract/1998/12000/Binding_and_Lysing_of_Blood_Clots_Using_MRX_408.6.aspx,157
Fibrin fragment D-dimer and fibrinogen B beta peptides in plasma as markers of clot lysis during thrombolytic therapy in acute myocardial infarction,"Abstract The validity of markers in plasma of in vitro thrombolysis was investigated in 12 patients with extensive fibrinogen breakdown (greater than 80%, group 1) and in 12 patients with minimal breakdown (less than 20%, group 2). The patients were treated with 100 mg  ...",1990,"CM Lawler, EG Bovill, DC Stump, DJ Collen, KG Mann… ",http://www.bloodjournal.org/content/76/7/1341.short,50
Intraventricular recombinant tissue plasminogen activator for lysis of intraventricular haemorrhage.,... intraventricular infusion of rt-PA for treatment of moderate to severe IVH due to ruptured aneurysmsand hypertensive intracerebral haemorrhage was performed recently in a small number ofpatients.12 21-27 Our results show that disappearance of blood clots or clot lysis to a ...,1995,"V Rohde, C Schaller, WE Hassler ",http://jnnp.bmj.com/content/58/4/447.short,130
Transcatheter Hemostasis of Gastrointestinal Bleeding Using Modified Autogenous Clot 1,"... The experimental data indicated that Oxycel delayed clot lysis, even though it did notprevent lysis completely. Although the Oxycel clots lysed in the dog within 24 hours, thefibrino- lytic system in the dog is far more effective than that in man. ...",1974,"JJ Bookstein, EM Chlosta, D Foley, JF Walter ",http://pubs.rsna.org/doi/abs/10.1148/113.2.277,205
Lipoprotein (a) as a modifier of fibrin clot permeability and susceptibility to lysis,Lipoprotein (a)[Lp (a)] is the unique lipoprotein particle with apolipoprotein (a)[apo (a)] bound to apoB by a disulfide linkage [1]. It has been demonstrated that elevated plasma Lp (a) is associated with cardiovascular disease [2]. Kringle domains of apo (a) are  ...,2006,"A Undas, E Stepien, W Tracz… ",http://onlinelibrary.wiley.com/doi/10.1111/j.1538-7836.2006.01903.x/full,39
Randomised controlled trial of recombinant tissue plasminogen activator versus urokinase in the treatment of acute pulmonary embolism,"... in a randomised controlled trial. The two principal end-points were clot lysis at 2h, as assessed by angiography, and pulmonary reperfusion at 24 h, as assessedby perfusion lung scanning. All patients received the full dose ...",1988,"SZ Goldhaber, J Heit, G Sharma, JS Nagel, D Kim… ",http://www.sciencedirect.com/science/article/pii/S0140673688923549,404
"Plasminogen activator inhibitor-1 gene-deficient mice. II. Effects on hemostasis, thrombosis, and thrombolysis.",... 25). 25I-fibrin labeled plasma clot lysis in vivo Lysis of '25I-fibrin-labeled murineplasma clots injected via a jugular vein and embolized into the pulmonary arterieswas monitored essen- tially as previously described (26). Briefly ...,1993,"P Carmeliet, JM Stassen, L Schoonjans… ",http://www.ncbi.nlm.nih.gov/pmc/articles/PMC288474/,438
Resolution of Intraventricular Hemorrhage Varies by Ventricular Region and Dose of Intraventricular Thrombolytic The Clot Lysis: Evaluating Accelerated Resolution of …,Background and Purpose—The Clot Lysis: Evaluating Accelerated Resolution of IVH (CLEAR IVH) program is assessing the efficacy of intraventricular recombinant tissue-type plasminogen activator (rtPA) for spontaneous intraventricular hemorrhage (IVH). This  ...,2012,"AJS Webb, NL Ullman, S Mann, J Muschelli, IA Awad… ",http://stroke.ahajournals.org/content/43/6/1666.short,46
The dilute whole blood clot lysis assay: a screening method for identifying postoperative patients with a high incidence of deep venous thrombosis.,"A dilute whole blood clot lysis assay was used to identify patients with a high incidence of DVT. Of 191 orthopedic and urologic patients who underwent surgery, the over-all incidence of DVT as determined by 125I-fibrinogen leg scan was 35% in the 92 individuals with  ...",1979,"PC Comp, RM Jacocks, FB Taylor Jr ",http://europepmc.org/abstract/med/759520,32
The thrombolytic potency of LMW-heparin compared to urokinase in a rabbit jugular vein clot lysis model,"Abstract Since the beginning of the clinical use of low molecular weight (LMW) heparins their thrombolytic or profibrinolytic potency has been a matter of controversial discussions. Regarding this problem, the aim of our study was to test a LMW-heparin (Sandoparin) in  ...",1992,"P Bacher, D Welzel, O Iqbal, D Hoppensteadt… ",http://www.sciencedirect.com/science/article/pii/004938489290185D,32
"A fast-acting, modular-structured staphylokinase fusion with Kringle-1 from human plasminogen as the fibrin-targeting domain offers improved clot lysis efficacy","Abstract To develop a fast-acting clot dissolving agent, a clot-targeting domain derived from the Kringle-1 domain in human plasminogen was fused to the C-terminal end of staphylokinase with a linker sequence in between. Production of this fusion protein  ...",2003,"SC Wu, FJ Castellino, SL Wong ",http://www.jbc.org/content/278/20/18199.short,42
Apparatus for detecting and quantifying clot lysis and establishing optimum medication and dosages,"A method and apparatus for detecting clot lysis, comprising allowing a blood sample containing a plasminogen activator to traverse a capillary track, wherein the capillary track contains a reagent capable of initiating blood clotting and the sample contacts the reagent  ...",1993,FV Lucas ,http://www.google.com/patents/US5207988,40
Inhibitory effects of lysine analogues on t-PA induced whole blood clot lysis,"Abstract The lysine analogues epsilon-aminocaproic acid (EACA) and trans-4-amino-methyl cyclohexane carboxylic acid (AMCA) are used to prevent excessive bleeding in patients with coagulopathies, such as hemophilia and thrombocytopenia, or in those who have  ...",1994,"C Krishnamurti, SJ Vukelja, BM Alving ",http://www.sciencedirect.com/science/article/pii/0049384894900434,29
Computer simulation of systemic circulation and clot lysis dynamics during thrombolytic therapy that accounts for inner clot transport and reaction,Background We developed a computer model to predict lysis rates of thrombi for intravenous thrombolytic regimens based on the convective/diffusive penetration of reacting and adsorbing fibrinolytic species from the circulation into the proximal face of a dissolving clot.,1996,"S Anand, SL Diamond ",http://circ.ahajournals.org/content/94/4/763.short,40
Clot-selective coronary thrombolysis with tissue-type plasminogen activator,"... In addition to inducing clot lysis, this promising fibrinolytic agent restored intermediary metabolismand nutritional myocardial blood flow, detectable noninvasively with positron tomography, withoutinducing a systemic fibrinolytic state. Science: 220 (4602). Science. ...",1983,"KA Fox, MM Ter",http://science.sciencemag.org/content/220/4602/1181.short,242
Reduced in vitro clot lysis and release of more active platelet PAI-1 in polycythemia vera and essential thrombocythemia,"Because platelets interact with fibrinolysis in a complex manner, it can be expected that with abnormal platelet numbers and quality this interference can be even more profound. The aim of this work was to study the lysis-resistance of platelet-rich clots in diseases with high  ...",1998,"E Pósán, G Ujj, A Kiss, B Telek, K Rák, M Udvardy ",http://www.sciencedirect.com/science/article/pii/S004938489800005X,32
Flow through clots determines the rate and pattern of fibrinolysis.,"... Characteristic signal intensities allowed identification of non-perfused, perfused butnon-lysed, and completely lysed areas of clot. A spatially resolved time course ofperfusion and subsequent lysis was constructed for 10 clots. ...",1994,"A Blinc, SD Kennedy, RG Bryant, VJ Marder… ",http://europepmc.org/abstract/med/8191404,71
"Comparative effects of tissue plasminogen activator, streptokinase, and staphylokinase on cerebral ischemic infarction and pulmonary clot lysis in hamster models","Methods and Results—FCI was produced by ligation of the left middle cerebral artery (MCA) and common carotid artery (CCA) and a 10-minute occlusion of the right CCA. FCI was measured after 24 hours by 2,3,5-triphenyltetrazolium chloride staining. 125 I-fibrin–labeled plasma  ... ",1999,"N Nagai, I Vanlinthout, D Collen ",http://circ.ahajournals.org/content/100/25/2541.short,40
The defective down regulation of fibrinolysis in haemophilia A can be restored by increasing the TAFI plasma concentration,"... We therefore investigated the role of TAFI in haemophilia A by measuring the clot lysis timesof tissue factor induced fibrin formation and tPA mediated fibrinolysis. ... Addition of factor VIII, TAFIor thrombomodulin restored the clot lysis times at low tissue factor concentrations. ...",2001,"LO Mosnier, T Lisman, HM van den Berg… ",http://th.schattauer.de/en/contents/archive/issue/875/manuscript/2929/show.html,98
Feedback activation of factor XI by thrombin in plasma results in additional formation of thrombin that protects fibrin clots from fibrinolysis,... dent manner via the intrinsic pathway and iscapable of pro- tecting the clot against lysis. ... in theformation of additional thrombin within the clot capable of protecting this clot from fibrinolytic ... XImay play an important role in the procoagulant and thrombogenic state of clots and may ...,1995,"PA Von dem Borne, JC Meijers, BN Bouma ",http://www.bloodjournal.org/content/86/8/3035.short,252
Effects of fibrinolytic agents and heparin on intravascular clot lysis,Abstract Clots were prepared in glass or siliconized cannulae and inserted into jugular veins 5 cm distal to semiconstricting ligatures. Clots prepared in glass tubes propagated rapidly unless heparin was administered. Clots prepared on siliconized surfaces showed less  ...,1964,"JH Lewis, CW Kerber… ",http://ajplegacy.physiology.org/content/207/5/1044.abstract,34
Validity of enzyme-linked immunosorbent assays of cross-linked fibrin degradation products as a measure of clot lysis.,"Abstract Concentrations of cross-linked fibrin degradation products (XL-FDPs) in plasma, measured by enzyme-linked immunosorbent assays (ELISAs) based on monoclonal antibodies (MAbs) raised against fragment D-dimer of cross-linked fibrin, increase when  ...",1990,"PR Eisenberg, AS Jaffe, DC Stump, D Collen… ",http://circ.ahajournals.org/content/82/4/1159.short,42
