title,authors,date,link,eid,abstract
Role of routine early angiography post-fibrinolysis for ST elevation myocardial infarction — A meta-regression analysis using angiography rate in the non-routine arm,"{'author': [{'@_fa': 'true', 'surname': 'Wong', 'given-name': 'Cheuk-Kit'}, {'@_fa': 'true', 'surname': 'Leon de la Barra', 'given-name': 'Sophia'}, {'@_fa': 'true', 'surname': 'Herbison', 'given-name': 'Peter'}]}",1 September 2013,http://api.elsevier.com/content/article/pii/S0167527312005888,1-s2.0-S0167527312005888,"AbstractBackgroundThe current European and American Guidelines differ with regard to the recommended level for the use of routine early angiography after fibrinolysis for STEMI. Previous meta-analyses on randomized controlled trials have supported the routine early approach, but its advantage may be because of an excessively low angiography rate among patients in the non-routine strategy arm of the trials.MethodsWe update the meta-analysis and apply meta-regression to evaluate whether the difference in outcome between the 2 randomized arms could be explained by the angiography rates in the non-routine strategy arm. Because reinfarction and recurrent ischemia are often the reported indication for angiography, we only use mortality endpoint in our meta-regression analysis.ResultsAmong the eight trials included with 3195 patients, the angiography rate in the non-routine strategy arms ranges from 15% to 100%. The overall odds ratio for 30-day mortality comparing the routine early angiography arm vs the non-routine arm is 0.86 (95% confidence interval 0.60–1.24). On the plot listing the eight trials according to angiography rates, there is no visual trend in the odds ratio estimates for mortality when comparing the 2 treatment strategies as angiography rate decreases. In meta-regression analysis, angiography rate does not predict 30-day mortality (p=0.461).ConclusionFor STEMI, mortality endpoint trumps the softer endpoints of recurrent infarction and ischemia. The current study shows that the equipoise between the routine early invasive versus the non-routine strategy on 30-day mortality cannot be explained by the variable performance of angiography in the non-routine strategy arm."
Proteolytic modulation of factor Xa–antithrombin complex enhances fibrinolysis in plasma,"{'author': [{'@_fa': 'true', 'surname': 'Talbot', 'given-name': 'Kimberley'}, {'@_fa': 'true', 'surname': 'Meixner', 'given-name': 'Scott C.'}, {'@_fa': 'true', 'surname': 'Pryzdial', 'given-name': 'Edward L.G.'}]}",June 2013,http://api.elsevier.com/content/article/pii/S1570963913000708,1-s2.0-S1570963913000708,"AbstractOur previous work showed that purified coagulation factor Xa (FXa) acquires fibrinolysis cofactor activity after plasmin-mediated cleavage. The predominant functional species is a non-covalent heterodimer of 33 and 13kDa, termed Xa33/13, which has predicted newly exposed C-terminal lysines that are important for tissue plasminogen activator (tPA)-mediated plasminogen activation to plasmin. To provide evidence that this mechanism occurs in a physiological context, here we demonstrated the appearance of Xa33 in clotting plasma by western blot analysis. Since the normal fate of FXa is stable association with antithrombin (AT), an AT western blot was conducted, which revealed a band of ~13kDa higher apparent molecular weight than AT that appeared concurrent to Xa33. Sequencing of purified proteins confirmed the generation of Xa13 covalently bound to AT and Xa33 (Xa33/13-AT) by cleavages at Lys–Met339 and Lys–Asp389. Ligand blots demonstrated 125I-plasminogen binding to the Xa33 subunit of plasmin-generated Xa33/13-AT. Purified XaAT added to plasma that was induced to clot enhanced the rate of tPA-mediated fibrinolysis by ~16-fold. Similarly, purified plasminogen activation by tPA was enhanced by ~16-fold by XaAT. Plasmin cleaves XaAT and exposes plasminogen binding sites at least 10-fold faster than FXa. Here we demonstrate a novel function for AT, which accelerates the modulation of FXa into the fibrinolytic form, Xa33/13. The consequent exposure of C-terminal lysine binding sites essential for plasminogen activation enhances fibrinolysis. These results are consistent with a model where auxiliary cofactors link coagulation to fibrinolysis by priming the accelerating role of fibrin."
An Unusual Case of Hypotension after Fibrinolysis Resulting from Mediastinal Hemorrhage,"{'author': [{'@_fa': 'true', 'surname': 'Agarwala', 'given-name': 'Rajeev'}, {'@_fa': 'true', 'surname': 'Kapoor', 'given-name': 'Aditya'}]}",January 2013,http://api.elsevier.com/content/article/pii/S0736467911007268,1-s2.0-S0736467911007268,"AbstractBackgroundAlthough bleeding complications may occur after fibrinolysis, mediastinal hemorrhage is extremely rare.Case ReportWe encountered mediastinal hemorrhage in a case of anterior wall myocardial infarction (MI); the patient developed sudden-onset chest pain with hypotension after fibrinolysis. The differential diagnosis and approach to management of such a case is discussed.ConclusionAs fibrinolysis remains a common means of establishing reperfusion in patients with acute MI, emergency physicians should be aware of such unusual complications secondary to fibrinolysis. An orderly clinical approach with an individualized management protocol is essential in such situations so that undue instrumentation and invasive procedures with their attendant risks in a thrombolysed patient are avoided."
Single Wall Carbon Nanotube Induced Inflammation in Cruor-Fibrinolysis System,"{'author': [{'@_fa': 'true', 'surname': 'TIAN', 'given-name': 'Lei'}, {'@_fa': 'true', 'surname': 'LIN', 'given-name': 'Zhi Qing'}, {'@_fa': 'true', 'surname': 'LIN', 'given-name': 'Ben Cheng'}, {'@_fa': 'true', 'surname': 'LIU', 'given-name': 'Huan Liang'}, {'@_fa': 'true', 'surname': 'YAN', 'given-name': 'Jun'}, {'@_fa': 'true', 'surname': 'XI', 'given-name': 'Zhu Ge'}]}",May 2013,http://api.elsevier.com/content/article/pii/S089539881360015X,1-s2.0-S089539881360015X,N/A
Fibrinolysis and thrombosis of fibrinogen-modified gold nanoparticles for detection of fibrinolytic-related proteins,"{'author': [{'@_fa': 'true', 'surname': 'Jian', 'given-name': 'Jyun-Wei'}, {'@_fa': 'true', 'surname': 'Chiu', 'given-name': 'Wei-Chane'}, {'@_fa': 'true', 'surname': 'Chang', 'given-name': 'Huan-Tsung'}, {'@_fa': 'true', 'surname': 'Hsu', 'given-name': 'Pang-Hung'}, {'@_fa': 'true', 'surname': 'Huang', 'given-name': 'Chih-Ching'}]}",24 April 2013,http://api.elsevier.com/content/article/pii/S0003267013002407,1-s2.0-S0003267013002407,"AbstractFibrinolysis (plasmin-mediated cleavage of fibrin structures) is a process in which fibrin clots can be removed from blood vessels, allowing the return of normal vascular function. Although several methods have been developed to measure plasmin activity and plasminogen (the plasmin precursor) concentrations, they are only moderately sensitive and quantitative and require large amounts of reagents, limiting their applicability. We developed two simple, label-free homogeneous assays using gold nanoparticles (Au NPs) for detection of fibrinolysis-related proteins and their activator (urokinase that converts plasminogen to plasmin) and inhibitor (α2-plasmin inhibitor that inhibits plasmin and plasminogen bound to fibrin). We used a fibrinolysis-based sensor, based on plasmin-mediated cleavage of fibrinogen-modified Au NPs (Fib-Au NPs) leading to aggregation of Au NPs, to determine plasmin activity in a biological medium mimic solution. A combination of thrombin (Thr) and Fib-Au NPs allowed us to analyze plasmin activity and plasminogen concentrations in serum through Thr-induced agglutination of Fib-Au NPs. The limit of detection (LOD; S/N=3) of this sensor for plasmin in serum was 0.4nM (ca. 1.7×10−4unitmL−1). These label-free assays offer several advantages over conventional assays, including allowing rapid and simple readings with the naked eye or measurement by UV–vis absorption spectroscopy."
"IFPA Meeting 2012 Workshop Report III: Trophoblast deportation, gestational trophoblastic disease, placental insufficiency and fetal growth restriction, trophoblast over-invasion and accreta-related pathologies, placental thrombosis and fibrinolysis","{'author': [{'@_fa': 'true', 'surname': 'Al-Khan', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Bulmer', 'given-name': 'J.N.'}, {'@_fa': 'true', 'surname': 'Chantraine', 'given-name': 'F.'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'C.P.'}, {'@_fa': 'true', 'surname': 'Chen', 'given-name': 'Q.'}, {'@_fa': 'true', 'surname': 'Collins', 'given-name': 'S.'}, {'@_fa': 'true', 'surname': 'Cotechini', 'given-name': 'T.'}, {'@_fa': 'true', 'surname': 'Fitzgerald', 'given-name': 'J.S.'}, {'@_fa': 'true', 'surname': 'He', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'Holland', 'given-name': 'O.'}, {'@_fa': 'true', 'surname': 'Hung', 'given-name': 'T.H.'}, {'@_fa': 'true', 'surname': 'Illsley', 'given-name': 'N.P.'}, {'@_fa': 'true', 'surname': 'Ino', 'given-name': 'K.'}, {'@_fa': 'true', 'surname': 'Iwaki', 'given-name': 'T.'}, {'@_fa': 'true', 'surname': 'Kanayama', 'given-name': 'N.'}, {'@_fa': 'true', 'surname': 'Kaneki', 'given-name': 'E.'}, {'@_fa': 'true', 'surname': 'Katabuchi', 'given-name': 'H.'}, {'@_fa': 'true', 'surname': 'Kobayashi', 'given-name': 'Y.'}, {'@_fa': 'true', 'surname': 'Kondo', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Masuzaki', 'given-name': 'H.'}, {'@_fa': 'true', 'surname': 'Matjila', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'Miura', 'given-name': 'K.'}, {'@_fa': 'true', 'surname': 'Mori', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Murthi', 'given-name': 'P.'}, {'@_fa': 'true', 'surname': 'Nagahashi', 'given-name': 'K.'}, {'@_fa': 'true', 'surname': 'Nie', 'given-name': 'G.'}, {'@_fa': 'true', 'surname': 'Ohba', 'given-name': 'T.'}, {'@_fa': 'true', 'surname': 'Sood', 'given-name': 'R.'}, {'@_fa': 'true', 'surname': 'Sugimura', 'given-name': 'M.'}, {'@_fa': 'true', 'surname': 'Takizawa', 'given-name': 'T.'}, {'@_fa': 'true', 'surname': 'Usui', 'given-name': 'H.'}, {'@_fa': 'true', 'surname': 'Velicky', 'given-name': 'P.'}, {'@_fa': 'true', 'surname': 'Lash', 'given-name': 'G.E.'}]}",March 2013,http://api.elsevier.com/content/article/pii/S0143400412004535,1-s2.0-S0143400412004535,"AbstractWorkshops are an important part of the IFPA annual meeting as they allow for discussion of specialized topics. At IFPA meeting 2012 there were twelve themed workshops, five of which are summarized in this report. These workshops related to various aspects of placental biology but collectively covered areas of clinical research and pregnancy disorders: 1) trophoblast deportation; 2) gestational trophoblastic disease; 3) placental insufficiency and fetal growth restriction; 4) trophoblast overinvasion and accreta-related pathologies; 5) placental thrombosis and fibrinolysis."
Factors contributing to the disturbance of coagulation and fibrinolysis in dengue virus infection,"{'author': [{'@_fa': 'true', 'surname': 'Chuang', 'given-name': 'Yung-Chun'}, {'@_fa': 'true', 'surname': 'Lin', 'given-name': 'Yee-Shin'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Ching-Chuan'}, {'@_fa': 'true', 'surname': 'Liu', 'given-name': 'Hsiao-Sheng'}, {'@_fa': 'true', 'surname': 'Liao', 'given-name': 'Shu-Hsing'}, {'@_fa': 'true', 'surname': 'Shi', 'given-name': 'Ming-Der'}, {'@_fa': 'true', 'surname': 'Lei', 'given-name': 'Huan-Yao'}, {'@_fa': 'true', 'surname': 'Yeh', 'given-name': 'Trai-Ming'}]}",January 2013,http://api.elsevier.com/content/article/pii/S0929664612005116,1-s2.0-S0929664612005116,"Hemorrhage is one of the hallmarks of dengue hemorrhagic fever. However, the mechanisms that cause hemorrhage are unclear. In this review we focus on the possible factors that may be involved in the disturbance of coagulation and fibrinolysis during dengue virus (DENV) infection. Factors such as autoantibodies and cytokines induced by DENV infection as well as hemostatic molecules expressed on DENV-infected cells, and DENV viral proteins may all contribute to the defect of hemostasis during DENV infection. It is the combination of these viral and host factors that may tilt the balance of coagulation and fibrinolysis toward bleeding in dengue patients."
Acute Ischemia due to Superficial Femoral Artery Thrombosis: Results of In Situ Fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Arsicot', 'given-name': 'Matthieu'}, {'@_fa': 'true', 'surname': 'Della Schiava', 'given-name': 'Nellie'}, {'@_fa': 'true', 'surname': 'Boudjelit', 'given-name': 'Tarek'}, {'@_fa': 'true', 'surname': 'Rouvière', 'given-name': 'Olivier'}, {'@_fa': 'true', 'surname': 'Feugier', 'given-name': 'Patrick'}, {'@_fa': 'true', 'surname': 'Lermusiaux', 'given-name': 'Patrick'}, {'@_fa': 'true', 'surname': 'Millon', 'given-name': 'Antoine'}]}",May 2016,http://api.elsevier.com/content/article/pii/S0890509616300061,1-s2.0-S0890509616300061,N/A
TM5275 prolongs secreted tissue plasminogen activator retention and enhances fibrinolysis on vascular endothelial cells,"{'author': [{'@_fa': 'true', 'surname': 'Yasui', 'given-name': 'Hideki'}, {'@_fa': 'true', 'surname': 'Suzuki', 'given-name': 'Yuko'}, {'@_fa': 'true', 'surname': 'Sano', 'given-name': 'Hideto'}, {'@_fa': 'true', 'surname': 'Suda', 'given-name': 'Takafumi'}, {'@_fa': 'true', 'surname': 'Chida', 'given-name': 'Kingo'}, {'@_fa': 'true', 'surname': 'Dan', 'given-name': 'Takashi'}, {'@_fa': 'true', 'surname': 'Miyata', 'given-name': 'Toshio'}, {'@_fa': 'true', 'surname': 'Urano', 'given-name': 'Tetsumei'}]}",July 2013,http://api.elsevier.com/content/article/pii/S0049384813001357,1-s2.0-S0049384813001357,"AbstractIntroductionElevated plasminogen activator inhibitor-1 (PAI-1) reduces fibrinolytic potential in plasma, contributing to thrombotic disease. Thus, inhibiting PAI-1 activity is clinically desirable. We recently demonstrated that tissue plasminogen activator (tPA) remains on the surface of vascular endothelial cells (VECs) after secretion in a heavy-chain dependent manner, which is essential for high fibrinolytic activity on the surface of VECs, and that PAI-1 dissociates retained tPA from the cell surface as a result of high-molecular weight complex formation. Based on the model whereby amounts of tPA and its equilibrium with PAI-1 dynamically change after exocytosis, we examined how TM5275, a newly synthesized small molecule PAI-1 inhibitor, modulated tPA retention and VEC surface-derived fibrinolytic activity using microscopic techniques.Materials and methodsThe effects of TM5275 on the kinetics of the secretion and retention of green fluorescent protein (GFP)-tagged tPA (tPA-GFP) on VECs were analyzed using total internal reflection fluorescence microscopy. The effects of TM5275 on the generation of plasmin activity were evaluated by both plasminogen accumulation and fibrin clot lysis on tPA-GFP-expressing VECs using confocal laser scanning microscopy.ResultsTM5275 at concentrations of 20 and 100μM significantly prolonged the retention of tPA-GFP on VECs by inhibiting tPA-GFP-PAI-1 high-molecular-weight complex formation. TM5275 enhanced the time-dependent accumulation of plasminogen as well as the dissolution of fibrin clots on and around the tPA-GFP-expressing cells.ConclusionsThe profibrinolytic effects of TM5275 were clearly demonstrated by the prolongation of tPA retention and enhancement of plasmin generation on the VEC surface as a result of PAI-1 inhibition."
Intraventricular hemorrhage treated with intraventricular fibrinolysis. A 10-year experience,"{'author': [{'@_fa': 'true', 'surname': 'Castaño Ávila', 'given-name': 'S.'}, {'@_fa': 'true', 'surname': 'Corral Lozano', 'given-name': 'E.'}, {'@_fa': 'true', 'surname': 'Vallejo De La Cueva', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Maynar Moliner', 'given-name': 'J.'}, {'@_fa': 'true', 'surname': 'Martín López', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Fonseca San Miguel', 'given-name': 'F.'}, {'@_fa': 'true', 'surname': 'Urturi Matos', 'given-name': 'J.A.'}, {'@_fa': 'true', 'surname': 'Manzano Ramírez', 'given-name': 'A.'}]}",March 2013,http://api.elsevier.com/content/article/pii/S2173572713000544,1-s2.0-S2173572713000544,"AbstractPurposeWe evaluate the results and complications of our intraventricular fibrinolysis protocol.Material and methodsA retrospective analysis was made of the cases of intraventricular hemorrhage with 13-bed Intensive Care Unit. Graeb score 6 or above subjected to intraventricular fibrinolysis. We gathered demographic parameters, clinical risk scores, tomography data and case histories showing neurological status and complications related to intraventricular treatment. The results between those who died and the survivors were compared.ResultsIntraventricular fibrinolysis was performed in 42 patients (69% males) with intraventricular hemorrhage. The average age was 58.36 years (SD 16.67), with a median APACHE II score of 17.5 (r 3–29). A total of 16.7% were receiving acenocoumarol, and 7.1% were on antiplatelet drugs. The median Glasgow Coma Score at the start of treatment was 8 (r 3–13). The median Graeb score was 9 (r 6–12), and was severe (Graeb 9–12) in almost 62%. In turn, 26.2% of the patients developed ventriculitis, and there was further bleeding in 7.1%. Death occurred in 50% of the cases. None of the analyzed variables were significantly related to increased mortality. In the 21 survivors, the Glasgow Outcome Score at 3 months was 2 in 23.8% of the cases, 3 in 28.57%, 4 in 23.8% and 5 in 28.57% of the patients.ConclusionsIntraventricular fibrinolysis does not appear to involve a high rate of complications, and may result in lesser mortality, with a better functional outcome after three months than that estimated and published in the literature in reference to intraventricular hemorrhage."
Intraventricular hemorrhage treated with intraventricular fibrinolysis. A 10-year experience,"{'author': [{'@_fa': 'true', 'surname': 'Castaño Ávila', 'given-name': 'S.'}, {'@_fa': 'true', 'surname': 'Corral Lozano', 'given-name': 'E.'}, {'@_fa': 'true', 'surname': 'Vallejo De La Cueva', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Maynar Moliner', 'given-name': 'J.'}, {'@_fa': 'true', 'surname': 'Martín López', 'given-name': 'A.'}, {'@_fa': 'true', 'surname': 'Fonseca San Miguel', 'given-name': 'F.'}, {'@_fa': 'true', 'surname': 'Urturi Matos', 'given-name': 'J.A.'}, {'@_fa': 'true', 'surname': 'Manzano Ramírez', 'given-name': 'A.'}]}",March 2013,http://api.elsevier.com/content/article/pii/S0210569112000976,1-s2.0-S0210569112000976,N/A
Duration of Postoperative Fibrinolysis after Total Hip or Knee Replacement: A Laboratory Follow-up Study,"{'author': [{'@_fa': 'true', 'surname': 'Blanié', 'given-name': 'Antonia'}, {'@_fa': 'true', 'surname': 'Bellamy', 'given-name': 'Lorenn'}, {'@_fa': 'true', 'surname': 'Rhayem', 'given-name': 'Yara'}, {'@_fa': 'true', 'surname': 'Flaujac', 'given-name': 'Claire'}, {'@_fa': 'true', 'surname': 'Samama', 'given-name': 'Charles Marc'}, {'@_fa': 'true', 'surname': 'Fontenay', 'given-name': 'Michaela'}, {'@_fa': 'true', 'surname': 'Rosencher', 'given-name': 'Nadia'}]}",January 2013,http://api.elsevier.com/content/article/pii/S0049384812008055,1-s2.0-S0049384812008055,"AbstractIntroductionHyperfibrinolysis is observed during and immediately after major orthopedic surgery. The kinetics and duration of this phase should be defined to adjust the duration of antifibrinolytic treatment with tranexamic acid (TXA).ObjectiveWe aimed to quantify the duration of postoperative fibrinolysis and to assess the biological impact of TXA administration.Materials and MethodsFourteen patients undergoing total hip replacement (THR) and 10 patients undergoing total knee replacement (TKR) with tourniquet were included in an observational, prospective, single-center study. Among these patients, 7 THR patients and 5 TKR patients received TXA (15mg/kg IV intraoperatively, followed by continuous infusion of 15mg/kg/h until end of surgery, then every 4hours until 16±2hours after surgery). D-dimers, euglobulin lysis time (ELT), and thrombin generation time (TGT) were measured prior to surgery as well as 6, 18 and 24hours (H) after.ResultsNo significant difference in ELT was observed between the groups. In contrast, D-dimers significantly increased postoperatively in patients not treated with TXA (p&lt;0.001), while such an increase was prevented in patients receiving TXA, as measured at H0, H6, H18 and H24 after THR, and at H6 and H18 after TKR (p&lt;0.001). No significant between-group change in TGT, was observed (peak thrombin and endogenous thrombin potential) all along the study.ConclusionThis study shows that fibrinolysis peaked 6hours after end of surgery and maintained about 18hours after surgery, as evidenced by an increase in D-dimers. When administered for up to 16±2hours after surgery, TXA reduced postoperative fibrinolysis."
"Acute Fibrinolysis Shutdown after Injury Occurs Frequently and Increases Mortality: A Multicenter Evaluation of 2,540 Severely Injured Patients","{'author': [{'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Hunter B.'}, {'@_fa': 'true', 'surname': 'Moore', 'given-name': 'Ernest E.'}, {'@_fa': 'true', 'surname': 'Liras', 'given-name': 'Ioannis N.'}, {'@_fa': 'true', 'surname': 'Gonzalez', 'given-name': 'Eduardo'}, {'@_fa': 'true', 'surname': 'Harvin', 'given-name': 'John A.'}, {'@_fa': 'true', 'surname': 'Holcomb', 'given-name': 'John B.'}, {'@_fa': 'true', 'surname': 'Sauaia', 'given-name': 'Angela'}, {'@_fa': 'true', 'surname': 'Cotton', 'given-name': 'Bryan A.'}]}",April 2016,http://api.elsevier.com/content/article/pii/S107275151600048X,1-s2.0-S107275151600048X,"BackgroundFibrinolysis is a physiologic process that maintains microvascular patency by breaking down excessive fibrin clot. Hyperfibrinolysis is associated with a doubling of mortality. Fibrinolysis shutdown, an acute impairment of fibrinolysis, has been recognized as a risk factor for increased mortality. The purpose of this study was to assess the incidence and outcomes of fibrinolysis phenotypes in 2 urban trauma centers.Study DesignInjured patients included in the analysis were admitted between 2010 and 2013, were 18 years of age or older, and had an Injury Severity Score (ISS) &gt; 15. Admission fibrinolysis phenotypes were determined by the clot lysis at 30 minutes (LY30): shutdown ≤ 0.8%, physiologic 0.9% to 2.9%, and hyperfibrinolysis ≥ 3%. Logistic regression was used to adjust for age, arrival blood pressure, ISS, mechanism, and facility.ResultsThere were 2,540 patients who met inclusion criteria. Median age was 39 years (interquartile range [IQR] 26 to 55 years) and median ISS was 25 (IQR 20 to 33), with a mortality rate of 21%. Fibrinolysis shutdown was the most common phenotype (46%) followed by physiologic (36%) and hyperfibrinolysis (18%). Hyperfibrinolysis was associated with the highest death rate (34%), followed by shutdown (22%), and physiologic (14%, p &lt; 0.001). The risk of mortality remained increased for hyperfibrinolysis (odds ratio [OR] 3.3, 95% CI 2.4 to 4.6, p &lt; 0.0001) and shutdown (OR 1.6, 95% CI 1.3 to 2.1, p = 0.0003) compared with physiologic when adjusting for age, ISS, mechanism, head injury, and blood pressure (area under the receiver operating characteristics curve 0.82, 95% CI 0.80 to 0.84).ConclusionsFibrinolysis shutdown is the most common phenotype on admission and is associated with increased mortality. These data provide additional evidence of distinct phenotypes of coagulation impairment and that individualized hemostatic therapy may be required."
Fibrinolysis alterations in infertile women during controlled ovarian stimulation: Influence of BMI and genetic components,"{'author': [{'@_fa': 'true', 'surname': 'Sticchi', 'given-name': 'Elena'}, {'@_fa': 'true', 'surname': 'Romagnuolo', 'given-name': 'Ilaria'}, {'@_fa': 'true', 'surname': 'Cellai', 'given-name': 'Anna Paola'}, {'@_fa': 'true', 'surname': 'Lami', 'given-name': 'Donatella'}, {'@_fa': 'true', 'surname': 'Fedi', 'given-name': 'Sandra'}, {'@_fa': 'true', 'surname': 'Prisco', 'given-name': 'Domenico'}, {'@_fa': 'true', 'surname': 'Noci', 'given-name': 'Ivo'}, {'@_fa': 'true', 'surname': 'Abbate', 'given-name': 'Rosanna'}, {'@_fa': 'true', 'surname': 'Fatini', 'given-name': 'Cinzia'}]}",December 2012,http://api.elsevier.com/content/article/pii/S0049384812003210,1-s2.0-S0049384812003210,"AbstractIntroductionOvarian stimulation protocols have been described to induce prothrombotic phenotype through alterations of both coagulation and fibrinolysis pathways. We investigated fibrinolytic changes during ovarian stimulation through a global test (CLT) and PAI-1 and TAFI concentrations at different times of ovarian stimulation procedure, and the influence of polymorphisms in genes encoding for fibrinogen chains (FGA, FGB, FGG), t-PA (PLAT), TAFI (CBP2), FXIII (FXIIA1, FXIIIB), plasminogen (PLG) and PAI-1 (PAI1) on their intermediate phenotype.Materials and methodsWe evaluated fibrinolytic and genetic parameters in 110 infertile women undergoing ovarian stimulation procedure (in vitro fertilization, IVF or intracytoplasmic sperm injection, ICSI). All women were observed during the mid-luteal phase of cycle (T0) and on day 5 (T1), 7 (T2) and 9 (T3) of the ovarian stimulation.ResultsSignificant changes in fibrinolytic parameters from T0 to T3 of ovarian stimulation were found (CLT p=0.003; TAFI p=0.009 and PAI-1 p=0.003). CLT values, TAFI and PAI-1 concentrations significantly increased from baseline to T1 (p&lt;0.0001, p=0.01, p=0.005, respectively), and decreased at T2, but remained higher than those at T0. Moreover, at baseline overweight women showed longer CLT, higher TAFI and PAI-1 concentrations than normal weight women, as well as at T1 two-fold longer CLT and higher PAI-1 concentrations were observed (p=0.001 and p=0.05, respectively). Significant differences of TAFI and PAI-1 concentrations during ovarian stimulation according to TAFI and PAI1 polymorphisms were observed.ConclusionsThis study shows alterations of fibrinolysis and suggests the contribution of TAFI and PAI1 genes in modulating fibrinolysis changes during the ovarian stimulation cycle."
A low TAFI activity and insufficient activation of fibrinolysis by both plasmin and neutrophil elastase promote organ dysfunction in disseminated intravascular coagulation associated with sepsis,"{'author': [{'@_fa': 'true', 'surname': 'Hayakawa', 'given-name': 'Mineji'}, {'@_fa': 'true', 'surname': 'Sawamura', 'given-name': 'Atsushi'}, {'@_fa': 'true', 'surname': 'Gando', 'given-name': 'Satoshi'}, {'@_fa': 'true', 'surname': 'Jesmin', 'given-name': 'Subrina'}, {'@_fa': 'true', 'surname': 'Naito', 'given-name': 'Sumiyoshi'}, {'@_fa': 'true', 'surname': 'Ieko', 'given-name': 'Masahiro'}]}",December 2012,http://api.elsevier.com/content/article/pii/S0049384812000436,1-s2.0-S0049384812000436,"AbstractIntroductionWe hypothesized that thrombin activatable fibrinolysis inhibitor (TAFI) and the activation of fibrinolysis by both plasmin and neutrophil elastase is insufficient to overcome fibrinolytic shutdown, contributing to multiple organ dysfunction syndrome (MODS) in sepsis-induced disseminated intravascular coagulation (DIC).Materials and MethodsFifty patients with sepsis were prospectively enrolled. The DIC was diagnosed based on the Japanese Association for Acute Medicine (JAAM) DIC and the International Society on Thrombosis and Haemostasis (ISTH) overt DIC criteria.ResultsThe JAAM DIC scores were independent predictors of patient death and MODS. The JAAM DIC patients, especially those who met the ISTH overt DIC criteria, showed lower TAFI activity, and higher levels of soluble fibrin, neutrophil elastase, fibrin degradation product by neutrophil elastase (EXDP), plasmin-alpha2 plasmin inhibitor complex (PPIC), tissue plasminogen activator-plasminogen activator inhibitor-1 complex (tPAIC) and D-dimer in comparison with non-DIC patients. There were differences in the levels of soluble fibrin, tPAIC, TAFI activity, and neutrophil elastase between the patients with and without MODS. However, no differences were observed in the levels of PPIC, D-dimer, or EXDP. Soluble fibrin negatively correlated with the TAFI activity. High neutrophil elastase, low TAFI activity and PPIC are independent predictors of patient death and MODS. tPAIC is an independent predictor of elevation of EXDP in DIC patients.ConclusionsActivation of fibrinolysis both by plasmin and neutrophil elastase cannot overcome fibrinolytic shutdown, leading to MODS and a poor outcome in sepsis-induced DIC. The systemic activation of neutrophils and a low TAFI activity are also involved in the pathogenesis of MODS."
Thrombomodulin-dependent effect of factor V Leiden mutation on the cross-linking of α2-plasmin inhibitor to fibrin and its consequences on fibrinolysis,"{'author': [{'@_fa': 'true', 'surname': 'Koncz', 'given-name': 'Zsuzsa'}, {'@_fa': 'true', 'surname': 'Bagoly', 'given-name': 'Zsuzsa'}, {'@_fa': 'true', 'surname': 'Haramura', 'given-name': 'Gizella'}, {'@_fa': 'true', 'surname': 'Mezei', 'given-name': 'Zoltán A.'}, {'@_fa': 'true', 'surname': 'Muszbek', 'given-name': 'László'}]}",September 2012,http://api.elsevier.com/content/article/pii/S0049384812002411,1-s2.0-S0049384812002411,"AbstractIntroductionIt has been shown that thrombomodulin (TM) considerably delays factor XIII (FXIII) activation and this effect is abrogated by Factor V Leiden (FVLeiden) mutation. The aim of the study was to explore the effect of TM on the cross-linking of α2-plasmin inhibitor (α2-PI) to fibrin in plasma samples of different FV genotypes and how this effect is related to the impaired fibrinolysis of FVLeiden carriers.MethodsIn the plasma samples of fifteen individuals with different FV genotypes and in FV deficient plasma supplemented with wild type FV or FVLeiden coagulation was initiated by recombinant human tissue factor and phospholipids with or without recombinant human TM (rhTM). In the recovered clots the extent of α2-PI-fibrin cross-linking was evaluated by Western blotting and quantitative densitometry. The effect of rhTM on tissue plasminogen activator (tPA) induced clot lysis was measured by turbidimetric method.ResultsrhTM significantly delayed the formation of α2-PI-fibrin α-chain heterodimers/oligomers in plasma samples containing wild type FV. This effect of rhTM was impaired in the presence of FVLeiden. rhTM delayed tPA-induced clot lysis and this effect of rhTM was more pronounced in plasma containing FVLeiden. When TAFIa was inhibited by potato carboxypeptidase inhibitor, rhTM accelerated clot lysis in the presence of wild type FV, which is explained by the delayed α2-PI-fibrin cross-linking. This effect of rhTM did not prevail in the presence of FVLeiden.ConclusionFVLeiden abrogates the delaying effect of rhTM on α2-PI-fibrin cross-linking, which contributes to the impaired fibrinolysis observed in FVLeiden carriers."
